pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
ID	I	62465	72464	0.00070546737213404	756	8	11340	120660
Hubei	I	62465	72464	0	756	0	4536	48264
Quebec	I	62465	72464	0	756	0	756	8044
TD1	I	62465	72464	0.00064227148778663	756	692	1077426	11515374
TD2	I	62465	72464	0	756	0	68046	732754
TD3	I	62465	72464	0	756	0	10926	121074
KD	I	62465	72464	0.00050689946493945	752	72	142040	1529960
AD	I	62465	72464	0.00071901598284974	756	1084	1507616	16233184
Tropical	I	62465	72464	0.00048424087812412	756	182716	377324609	4035884191
Temperate	I	62465	72464	9.1402536771944e-05	756	104	1137824	12414176
TH	I	62465	72464	0.00098749169736194	756	13260	13427961	144576039
NWD	I	72465	82464	0.0017238902456544	250	12	6961	235183
ID	I	72465	82464	0.0085333333333333	250	32	3750	125970
Hubei	I	72465	82464	0	250	0	1480	50408
Quebec	I	72465	82464	0	250	0	250	8398
TD1	I	72465	82464	0.00058209498222931	250	208	357330	12017958
TD2	I	72465	82464	0.0017640573318633	250	40	22675	764293
TD3	I	72465	82464	0.0042666666666667	250	16	3750	125970
KD	I	72465	82464	0.0013964347275861	250	64	45831	1597289
AD	I	72465	82464	0	250	0	484559	16949809
Tropical	I	72465	82464	0.00020728796991791	250	25920	125043436	4211937212
Temperate	I	72465	82464	0	250	0	383365	12934555
TH	I	72465	82464	0.0002497643963529	250	1120	4484226	150790614
NWD	I	82465	92464	NA	0	0	0	208684
ID	I	82465	92464	NA	0	0	0	111795
Hubei	I	82465	92464	NA	0	0	0	44718
Quebec	I	82465	92464	NA	0	0	0	7453
TD1	I	82465	92464	NA	0	0	0	10665243
TD2	I	82465	92464	NA	0	0	0	678223
TD3	I	82465	92464	NA	0	0	0	111795
KD	I	82465	92464	NA	0	0	0	1416070
AD	I	82465	92464	NA	0	0	0	15025248
Tropical	I	82465	92464	NA	0	0	0	3737686953
Temperate	I	82465	92464	NA	0	0	0	11477620
TH	I	82465	92464	NA	0	0	0	133818615
NWD	I	92465	102464	0.0012528711630821	343	12	9578	210586
ID	I	92465	102464	0.0015549076773567	343	8	5145	112800
Hubei	I	92465	102464	0	343	0	2058	45120
Quebec	I	92465	102464	0	343	0	343	7520
TD1	I	92465	102464	0.00042458684433993	343	208	489888	10762065
TD2	I	92465	102464	0.0023104322433655	343	72	31163	684370
TD3	I	92465	102464	0	343	0	5109	112836
KD	I	92465	102464	0.00055559842580446	343	36	64795	1429175
AD	I	92465	102464	0	343	0	690508	15161300
Tropical	I	92465	102464	0.00013933669671707	343	23864	171268593	3772033770
Temperate	I	92465	102464	0.00059409560369253	343	312	525168	11583852
TH	I	92465	102464	6.1389328673404e-05	343	376	6124843	135055322
NWD	I	102465	112464	0	242	0	6632	217172
ID	I	102465	112464	0.0022093344380006	242	8	3621	116274
Hubei	I	102465	112464	0	242	0	1452	46506
Quebec	I	102465	112464	0	242	0	242	7751
TD1	I	102465	112464	0.00030159264113956	242	104	344836	11093147
TD2	I	102465	112464	0	242	0	21922	705441
TD3	I	102465	112464	0	242	0	3558	116337
KD	I	102465	112464	0	242	0	45869	1472801
AD	I	102465	112464	0.00074628854713612	242	364	487747	15626141
Tropical	I	102465	112464	0.00018150922090399	242	21960	120985589	3887511904
Temperate	I	102465	112464	0	242	0	370181	11939039
TH	I	102465	112464	0.00089775644015557	242	3888	4330796	139183519
NWD	I	112465	122464	0.0013227513227513	324	12	9072	222348
ID	I	112465	122464	0.0016491445062874	324	8	4851	119124
Hubei	I	112465	122464	0.0020576131687243	324	4	1944	47646
Quebec	I	112465	122464	0	324	0	324	7941
TD1	I	112465	122464	0.00045066125873156	324	208	461544	11365671
TD2	I	112465	122464	0	324	0	29084	723031
TD3	I	112465	122464	0	324	0	4590	119385
KD	I	112465	122464	0	324	0	60864	1509486
AD	I	112465	122464	0	324	0	643628	16018612
Tropical	I	112465	122464	0.00017168800782465	324	27752	161642041	3983263724
Temperate	I	112465	122464	0	324	0	495609	12232491
TH	I	112465	122464	0.00012736276532251	324	736	5778769	142619306
NWD	I	122465	132464	0.0023321348751336	368	24	10291	215837
ID	I	122465	132464	0	368	0	5520	115620
Hubei	I	122465	132464	0	368	0	2208	46248
Quebec	I	122465	132464	0	367	0	367	7709
TD1	I	122465	132464	0.00039680041511428	368	208	524193	11032563
TD2	I	122465	132464	0	368	0	33388	701528
TD3	I	122465	132464	0	368	0	5376	115764
KD	I	122465	132464	0	368	0	69735	1464705
AD	I	122465	132464	0.0012535814199781	368	928	740279	15540937
Tropical	I	122465	132464	0.00011922480826241	368	21912	183787253	3866334823
Temperate	I	122465	132464	0.00019171336721453	368	108	563341	11873699
TH	I	122465	132464	0	368	0	6576229	138428351
NWD	I	132465	142464	0.0018430348640762	1165	60	32555	229021
ID	I	132465	142464	0.0018311874105866	1165	32	17475	122655
Hubei	I	132465	142464	0	1165	0	6990	49062
Quebec	I	132465	142464	0	1165	0	1165	8177
TD1	I	132465	142464	0.00066041322826978	1165	1096	1659567	11708835
TD2	I	132465	142464	0	1165	0	105015	745107
TD3	I	132465	142464	0	1165	0	17466	122664
KD	I	132465	142464	0.00016280163525198	1165	36	221128	1553852
AD	I	132465	142464	0.0013840305543494	1165	3248	2346769	16486703
Tropical	I	132465	142464	0.00055963464361812	1165	325908	582358515	4102663827
Temperate	I	132465	142464	0.0006821202309592	1165	1220	1788541	12598139
TH	I	132465	142464	0.00050352184867299	1165	10504	20861061	146874549
NWD	I	142465	152464	0.0015527950310559	644	28	18032	223104
ID	I	142465	152464	0.00082815734989648	644	8	9660	119520
Hubei	I	142465	152464	0.0010351966873706	644	4	3864	47808
Quebec	I	142465	152464	0	643	0	643	7969
TD1	I	142465	152464	0.00055139577525808	644	504	914044	11409728
TD2	I	142465	152464	0	644	0	58504	725188
TD3	I	142465	152464	0	644	0	9363	119817
KD	I	142465	152464	0	644	0	122175	1514105
AD	I	142465	152464	0.001189236023967	644	1540	1294949	16066843
Tropical	I	142465	152464	0.00019532845862018	644	62824	321632600	3997294012
Temperate	I	142465	152464	0.0002151521948061	644	212	985349	12277131
TH	I	142465	152464	0.00086699404723138	644	9984	11515650	143112810
NWD	I	152465	162464	0	20	0	547	217349
ID	I	152465	162464	0	20	0	300	116430
Hubei	I	152465	162464	0	20	0	120	46572
Quebec	I	152465	162464	0	20	0	20	7762
TD1	I	152465	162464	0	20	0	28410	11107632
TD2	I	152465	162464	0	20	0	1720	706442
TD3	I	152465	162464	0	20	0	300	116430
KD	I	152465	162464	0	20	0	3800	1474780
AD	I	152465	162464	0	20	0	40070	15648442
Tropical	I	152465	162464	0	20	0	9960257	3892720525
Temperate	I	152465	162464	0	20	0	30582	11953698
TH	I	152465	162464	0	20	0	354977	139370833
NWD	I	162465	172464	0	72	0	2016	168056
ID	I	162465	172464	0.0074074074074074	72	8	1080	90030
Hubei	I	162465	172464	0	72	0	432	36012
Quebec	I	162465	172464	0	72	0	72	6002
TD1	I	162465	172464	0.0010156051639616	72	104	102402	8589492
TD2	I	162465	172464	0	72	0	6456	546278
TD3	I	162465	172464	0	72	0	1053	90057
KD	I	162465	172464	0	72	0	13680	1140380
AD	I	162465	172464	0	72	0	144902	12100282
Tropical	I	162465	172464	0.00011145471964578	72	3984	35745458	3010371616
Temperate	I	162465	172464	0	72	0	109794	9244166
TH	I	162465	172464	0.00029303013641656	72	372	1269494	107789176
NWD	I	172465	182464	0.0054570259208731	79	12	2199	201277
ID	I	172465	182464	0.0067510548523207	79	8	1185	107820
Hubei	I	172465	182464	0	79	0	474	43128
Quebec	I	172465	182464	0	79	0	79	7188
TD1	I	172465	182464	0	79	0	110233	10288844
TD2	I	172465	182464	0.0023171614771904	79	16	6905	654392
TD3	I	172465	182464	0	79	0	1185	107820
KD	I	172465	182464	0	79	0	14899	1365831
AD	I	172465	182464	0	79	0	155190	14495082
Tropical	I	172465	182464	0.00025062703488834	79	9788	39054047	3605353720
Temperate	I	172465	182464	0	79	0	120025	11071155
TH	I	172465	182464	0	79	0	1391697	129087288
NWD	I	182465	192464	0.0042628774422735	101	12	2815	182181
ID	I	182465	192464	0.0052805280528053	101	8	1515	97590
Hubei	I	182465	192464	0	101	0	606	39036
Quebec	I	182465	192464	0	101	0	101	6506
TD1	I	182465	192464	0	101	0	141480	9313137
TD2	I	182465	192464	0	101	0	8991	592246
TD3	I	182465	192464	0	101	0	1515	97590
KD	I	182465	192464	0.0018868913465066	101	36	19079	1236251
AD	I	182465	192464	0	101	0	203366	13116346
Tropical	I	182465	192464	7.958691044132e-05	101	3992	50159002	3263258105
Temperate	I	182465	192464	0	101	0	153796	10020984
TH	I	182465	192464	0	101	0	1744831	116883854
NWD	I	192465	202464	0	35	0	980	173768
ID	I	192465	202464	0	35	0	525	93090
Hubei	I	192465	202464	0	35	0	210	37236
Quebec	I	192465	202464	0	35	0	35	6206
TD1	I	192465	202464	0	35	0	45185	8885686
TD2	I	192465	202464	0	35	0	2753	565178
TD3	I	192465	202464	0	35	0	410	93205
KD	I	192465	202464	0.0057526366251198	35	36	6258	1179532
AD	I	192465	202464	0	35	0	67760	12514096
Tropical	I	192465	202464	0	35	0	16962119	3112905622
Temperate	I	192465	202464	0	35	0	48848	9562292
TH	I	192465	202464	0	35	0	583605	111473550
NWD	I	202465	212464	0.0017817371937639	241	12	6735	177757
ID	I	202465	212464	0.0044260027662517	241	16	3615	95220
Hubei	I	202465	212464	0.0027855153203343	241	4	1436	38098
Quebec	I	202465	212464	0	241	0	241	6348
TD1	I	202465	212464	0.001522910056814	241	516	338825	9090034
TD2	I	202465	212464	0	241	0	21038	578561
TD3	I	202465	212464	0	241	0	3606	95229
KD	I	202465	212464	0	241	0	44100	1207810
AD	I	202465	212464	0.00095074181205447	241	448	471211	12812213
Tropical	I	202465	212464	0.0019162026230863	241	227080	118505213	3185884876
Temperate	I	202465	212464	0	241	0	361568	9785492
TH	I	202465	212464	0.00017400277001184	241	744	4275794	114029701
NWD	I	212465	222464	0.002778420930771	315	24	8638	153090
ID	I	212465	222464	0.0033862433862434	315	16	4725	81915
Hubei	I	212465	222464	0	315	0	1860	32796
Quebec	I	212465	222464	0	315	0	315	5461
TD1	I	212465	222464	0.00093545579858917	315	416	444703	7820753
TD2	I	212465	222464	0	315	0	28215	497401
TD3	I	212465	222464	0	315	0	4626	82014
KD	I	212465	222464	0.0016856015912079	315	100	59326	1038114
AD	I	212465	222464	0.00038099652816914	315	240	629927	11014489
Tropical	I	212465	222464	0.0014823527130873	315	230600	155563516	2741106260
Temperate	I	212465	222464	0	315	0	479682	8415358
TH	I	212465	222464	0.00013264746511407	315	744	5608852	98099228
NWD	I	222465	232464	0.00097799511002445	446	12	12270	181098
ID	I	222465	232464	0.0035874439461883	446	24	6690	96900
Hubei	I	222465	232464	0.0014975664545114	446	4	2671	38765
Quebec	I	222465	232464	0	435	0	435	6471
TD1	I	222465	232464	0.00033254939077911	446	208	625471	9257015
TD2	I	222465	232464	0.0009891196834817	446	40	40440	588006
TD3	I	222465	232464	0	446	0	6501	97089
KD	I	222465	232464	0.0015333197570647	446	128	83479	1228661
AD	I	222465	232464	0.0022099472229709	446	1976	894139	13028357
Tropical	I	222465	232464	0.00038163462252212	446	83756	219466461	3243899445
Temperate	I	222465	232464	0.00046402401026802	446	312	672379	9962861
TH	I	222465	232464	0.0003940118346087	446	3096	7857632	116139598
NWD	I	232465	242464	0	39	0	1092	174188
ID	I	232465	242464	0	39	0	585	93315
Hubei	I	232465	242464	0	39	0	234	37326
Quebec	I	232465	242464	0	39	0	39	6221
TD1	I	232465	242464	0	39	0	52593	8905467
TD2	I	232465	242464	0	39	0	3311	566349
TD3	I	232465	242464	0	39	0	484	93416
KD	I	232465	242464	0	39	0	7410	1181990
AD	I	232465	242464	0.0044829185345494	39	348	77628	12542532
Tropical	I	232465	242464	0.00051661875554871	42	9800	18969501	3120426759
Temperate	I	232465	242464	0	39	0	57674	9582726
TH	I	232465	242464	0	39	0	686348	111711952
NWD	I	242465	252464	0	51	0	1428	204036
ID	I	242465	252464	0	51	0	765	109305
Hubei	I	242465	252464	0	51	0	306	43722
Quebec	I	242465	252464	0	51	0	51	7287
TD1	I	242465	252464	0.0069354616760699	51	504	72670	10428008
TD2	I	242465	252464	0	51	0	4520	663238
TD3	I	242465	252464	0	51	0	765	109305
KD	I	242465	252464	0.0037151702786378	51	36	9690	1384530
AD	I	242465	252464	0.0042119220794415	51	432	102566	14690842
Tropical	I	242465	252464	0	51	0	25360923	3654653415
Temperate	I	242465	252464	0	51	0	77232	11223288
TH	I	242465	252464	0.0004121397065916	51	376	912312	130841478
NWD	I	252465	262464	0	136	0	3691	206505
ID	I	252465	262464	0	136	0	2013	110592
Hubei	I	252465	262464	0	136	0	806	44236
Quebec	I	252465	262464	0	136	0	136	7371
TD1	I	252465	262464	0	136	0	189567	10552950
TD2	I	252465	262464	0	136	0	12084	671053
TD3	I	252465	262464	0	136	0	2022	110583
KD	I	252465	262464	0	136	0	25803	1400527
AD	I	252465	262464	0	136	0	273176	14860936
Tropical	I	252465	262464	0.00059921019699802	136	40236	67148390	3697619617
Temperate	I	252465	262464	0	136	0	207478	11353302
TH	I	252465	262464	0	136	0	2414037	132374148
NWD	I	262465	272464	0.001423487544484	302	12	8430	132102
ID	I	262465	272464	0	302	0	4530	70755
Hubei	I	262465	272464	0	302	0	1812	28302
Quebec	I	262465	272464	0	302	0	302	4717
TD1	I	262465	272464	0.00072903669017343	302	312	427962	6754227
TD2	I	262465	272464	0.001460813673216	302	40	27382	429347
TD3	I	262465	272464	0	302	0	4413	70872
KD	I	262465	272464	0.00063115817525159	302	36	57038	896572
AD	I	262465	272464	0.0023793264445851	302	1432	601851	9516453
Tropical	I	262465	272464	0.00022467052779273	302	33440	148840172	2368193347
Temperate	I	262465	272464	0.00082972668716495	302	384	462803	7266457
TH	I	262465	272464	0	302	0	5380302	84735843
NWD	I	272465	282464	0.0012732095490716	338	12	9425	200155
ID	I	272465	282464	0.0031558185404339	338	16	5070	107205
Hubei	I	272465	282464	0.0019723865877712	338	4	2028	42882
Quebec	I	272465	282464	0	338	0	338	7147
TD1	I	272465	282464	0.00085570027228715	338	412	481477	10229558
TD2	I	272465	282464	0.0013036534889026	338	40	30683	650452
TD3	I	272465	282464	0.0015807152736613	338	8	5061	107214
KD	I	272465	282464	0.001309512674212	338	84	64146	1358004
AD	I	272465	282464	0	338	0	677549	14412211
Tropical	I	272465	282464	8.3160990394762e-05	338	13904	167193776	3586541209
Temperate	I	272465	282464	0	338	0	515728	11011172
TH	I	272465	282464	0.00036456682253003	338	2200	6034559	128358616
NWD	I	282465	292464	0.0023205894297151	617	40	17237	214967
ID	I	282465	292464	0.00086439762290654	617	8	9255	115140
Hubei	I	282465	292464	0.0010804970286332	617	4	3702	46056
Quebec	I	282465	292464	0	617	0	617	7676
TD1	I	282465	292464	0.00035556406478104	617	312	877479	10989804
TD2	I	282465	292464	0	617	0	55822	698841
TD3	I	282465	292464	0	617	0	9255	115140
KD	I	282465	292464	0.0013323539962079	617	156	117086	1458584
AD	I	282465	292464	0.00038705619572142	617	480	1240130	15478558
Tropical	I	282465	292464	0.00076111088720486	617	233320	306551915	3852395878
Temperate	I	282465	292464	0.0010021093127165	617	944	942013	11829207
TH	I	282465	292464	0.00075857007904467	617	8348	11004916	137895899
NWD	I	292465	302464	0.0031335683509597	274	24	7659	201109
ID	I	292465	302464	0.0019464720194647	274	8	4110	107730
Hubei	I	292465	302464	0	274	0	1644	43092
Quebec	I	292465	302464	0	274	0	274	7182
TD1	I	292465	302464	0.0015014819313854	274	576	383621	10285915
TD2	I	292465	302464	0	274	0	24813	653683
TD3	I	292465	302464	0	274	0	4011	107829
KD	I	292465	302464	0	274	0	48372	1368268
AD	I	292465	302464	0.0025067393488446	273	1260	502645	14528651
Tropical	I	292465	302464	0.00014558628688375	274	19796	135974345	3603217111
Temperate	I	292465	302464	0.00091901646092505	274	384	417838	11064402
TH	I	292465	302464	0.00052654978051909	274	2576	4892225	128980255
NWD	I	302465	312464	0.0013046314416177	657	24	18396	228536
ID	I	302465	312464	0.00081177067478437	657	8	9855	122430
Hubei	I	302465	312464	0	657	0	3942	48972
Quebec	I	302465	312464	0	657	0	657	8162
TD1	I	302465	312464	0.0006403907237269	657	600	936928	11683061
TD2	I	302465	312464	0.0006715691212518	657	40	59562	742967
TD3	I	302465	312464	0	657	0	9828	122457
KD	I	302465	312464	0.00068168538596377	657	84	123224	1552386
AD	I	302465	312464	0.002294654817588	657	2996	1305643	16473461
Tropical	I	302465	312464	0.00012758895306712	657	41652	326454595	4096282724
Temperate	I	302465	312464	0.00021426828373089	657	216	1008082	12573178
TH	I	302465	312464	0.00095362463052801	657	11184	11727885	146617260
NWD	I	312465	322464	0.00066170388751034	650	12	18135	198725
ID	I	312465	322464	0	650	0	9750	106425
Hubei	I	312465	322464	0.001025641025641	650	4	3900	42570
Quebec	I	312465	322464	0	640	0	640	7105
TD1	I	312465	322464	0.0011768574444887	650	1088	924496	10158599
TD2	I	312465	322464	0.00067911714770798	650	40	58900	645895
TD3	I	312465	322464	0	650	0	9687	106488
KD	I	312465	322464	0	650	0	123278	1348272
AD	I	312465	322464	0.0010828471122267	650	1396	1289194	14324726
Tropical	I	312465	322464	0.00064856354959873	650	209876	323601288	3560523957
Temperate	I	312465	322464	0	650	0	990043	10937257
TH	I	312465	322464	0.0015234338067237	650	17708	11623741	127437734
NWD	I	322465	332464	0	455	0	12701	202115
ID	I	322465	332464	0.0035164835164835	455	24	6825	108255
Hubei	I	322465	332464	0.0043956043956044	455	12	2730	43302
Quebec	I	322465	332464	0	455	0	455	7217
TD1	I	322465	332464	0.00016099669337561	455	104	645976	10332656
TD2	I	322465	332464	0	455	0	40755	657397
TD3	I	322465	332464	0	455	0	6446	108634
KD	I	322465	332464	0	455	0	86154	1371526
AD	I	322465	332464	0.00039818018528505	455	364	914159	14552593
Tropical	I	322465	332464	0.0011317762429602	455	256592	226716192	3620799480
Temperate	I	322465	332464	0.00015604478485325	455	108	692109	11122771
TH	I	322465	332464	0.0018780174820026	455	15216	8102161	129648599
NWD	I	332465	342464	0.001563721657545	550	24	15348	208568
ID	I	332465	342464	0.0019533634476865	550	16	8191	111764
Hubei	I	332465	342464	0.0049230769230769	550	16	3250	44732
Quebec	I	332465	342464	0	549	0	549	7448
TD1	I	332465	342464	0.0011245388432329	550	880	782543	10661164
TD2	I	332465	342464	0	550	0	49475	678252
TD3	I	332465	342464	0	550	0	8209	111746
KD	I	332465	342464	0.00034592766268209	550	36	104068	1415362
AD	I	332465	342464	0.00054718719509488	550	604	1103827	15018125
Tropical	I	332465	342464	0.00096214838108358	550	263300	273658414	3736845083
Temperate	I	332465	342464	0.0001285672960512	550	108	840027	11475353
TH	I	332465	342464	0.0015962815550948	550	15692	9830346	133755789
NWD	I	342465	352464	0.0013215859030837	352	12	9080	186612
ID	I	342465	352464	0.0015252621544328	353	8	5245	99590
Hubei	I	342465	352464	0	352	0	2082	39852
Quebec	I	342465	352464	0	350	0	350	6639
TD1	I	342465	352464	0.00063274452939626	356	312	493090	9508169
TD2	I	342465	352464	0.0013207422571485	356	40	30286	605713
TD3	I	342465	352464	0	356	0	5072	99763
KD	I	342465	352464	0.0025766969965376	139	64	24838	1303072
AD	I	342465	352464	0.0016629485413937	159	448	269401	13820423
Tropical	I	342465	352464	0.00059677152392843	356	105180	176248356	3328742133
Temperate	I	342465	352464	0	356	0	510102	10252958
TH	I	342465	352464	0.0001823103243058	356	1112	6099490	119388005
NWD	I	352465	362464	0.001437125748503	301	12	8350	188182
ID	I	352465	362464	0	301	0	4515	100770
Hubei	I	352465	362464	0	301	0	1801	40313
Quebec	I	352465	362464	0	298	0	298	6721
TD1	I	352465	362464	0	301	0	426862	9617327
TD2	I	352465	362464	0	301	0	27116	611613
TD3	I	352465	362464	0	301	0	4470	100815
KD	I	352465	362464	0	301	0	56169	1277441
AD	I	352465	362464	0	301	0	592302	13558002
Tropical	I	352465	362464	0.00034981540621982	301	52192	149198689	3370836830
Temperate	I	352465	362464	0.00046849172183967	301	212	452516	10356744
TH	I	352465	362464	0.00013931245930868	301	744	5340513	120685632
NWD	I	362465	372464	0	385	0	10702	179250
ID	I	362465	372464	0.0013867221355521	388	8	5769	95991
Hubei	I	362465	372464	0.0017316017316017	385	4	2310	38394
Quebec	I	362465	372464	0	385	0	385	6399
TD1	I	362465	372464	0.00018866213151927	388	104	551250	9156654
TD2	I	362465	372464	0	388	0	34824	582520
TD3	I	362465	372464	0	386	0	5753	96007
KD	I	362465	372464	0.00050921538396254	381	36	70697	1218263
AD	I	362465	372464	0.00063947307418687	387	480	750618	12925926
Tropical	I	362465	372464	0.0023347646962157	388	451144	193228894	3208953890
Temperate	I	362465	372464	0	388	0	580844	9866516
TH	I	362465	372464	0.0011473687083942	388	7860	6850457	114956263
NWD	I	372465	382464	0.00085372794536141	502	12	14056	179452
ID	I	372465	382464	0.001062416998672	502	8	7530	96135
Hubei	I	372465	382464	0.0132802124834	502	40	3012	38454
Quebec	I	372465	382464	0	502	0	502	6409
TD1	I	372465	382464	0.0005504234188315	502	392	712179	9177462
TD2	I	372465	382464	0.00052739139033555	502	24	45507	583394
TD3	I	372465	382464	0	502	0	7476	96189
KD	I	372465	382464	0.00037846532311477	502	36	95121	1217969
AD	I	372465	382464	0.0013869780202511	502	1368	986317	12946259
Tropical	I	372465	382464	0.0009289597923614	502	231904	249638361	3216235050
Temperate	I	372465	382464	0.00027877276863438	502	212	760476	9882464
TH	I	372465	382464	8.3539436365677e-05	502	748	8953855	115133150
NWD	I	382465	392464	0.0075320110469495	287	60	7966	170982
ID	I	382465	392464	0.0037365716954694	287	16	4282	91583
Hubei	I	382465	392464	0.0023880597014925	285	4	1675	36671
Quebec	I	382465	392464	0	285	0	285	6106
TD1	I	382465	392464	0.00076815315792195	287	312	406169	8739352
TD2	I	382465	392464	0	287	0	25282	556299
TD3	I	382465	392464	0	287	0	4260	91605
KD	I	382465	392464	0	287	0	52301	1161989
AD	I	382465	392464	0.0011012407312238	287	600	544840	12339416
Tropical	I	382465	392464	0.0015895561663649	287	225836	142074879	3063018012
Temperate	I	382465	392464	0	287	0	430764	9411376
TH	I	382465	392464	0.00057125532371102	287	2896	5069537	109680868
NWD	I	392465	402464	0	85	0	2380	213668
ID	I	392465	402464	0	85	0	1275	114465
Hubei	I	392465	402464	0	85	0	510	45786
Quebec	I	392465	402464	0	85	0	85	7631
TD1	I	392465	402464	0.0042779296178722	85	504	117814	10923782
TD2	I	392465	402464	0	85	0	7685	694471
TD3	I	392465	402464	0	85	0	1239	114501
KD	I	392465	402464	0	85	0	16039	1450001
AD	I	392465	402464	0	85	0	169872	15385584
Tropical	I	392465	402464	0	85	0	42034483	3827547233
Temperate	I	392465	402464	0	85	0	130573	11752067
TH	I	392465	402464	0	85	0	1486926	137053854
NWD	I	402465	412464	0.0028823058446757	447	36	12490	195270
ID	I	402465	412464	0.002386278896346	447	16	6705	104595
Hubei	I	402465	412464	0.0029884198729922	447	8	2677	41843
Quebec	I	402465	412464	0	447	0	447	6973
TD1	I	402465	412464	0.001867714100926	447	1184	633930	9984090
TD2	I	402465	412464	0.00098396142871199	447	40	40652	634568
TD3	I	402465	412464	0.0012012012012012	447	8	6660	104640
KD	I	402465	412464	0	447	0	84634	1325166
AD	I	402465	412464	0.0010830880042432	447	972	897434	14061286
Tropical	I	402465	412464	0.0012181311516953	447	271108	222560600	3498576820
Temperate	I	402465	412464	0.00015816273480942	447	108	682841	10743959
TH	I	402465	412464	0.00091198228464368	447	7264	7965067	125261033
NWD	I	412465	422464	0.0015698587127159	273	12	7644	189056
ID	I	412465	422464	0.0039072039072039	273	16	4095	101280
Hubei	I	412465	422464	0.0024420024420024	273	4	1638	40512
