pop	chromosome	window_pos_1	window_pos_2	avg_watterson_theta	no_sites	raw_watterson_theta	no_var_sites	weighted_no_sites
Temperate	I	72465	82464	0	250	0	0	249.46428571429
TH	I	72465	82464	0.0020625414725174	250	0.51563536812936	3	249.87368421053
NWD	I	82465	92464	NA	0	0	0	0
ID	I	82465	92464	NA	0	0	0	0
Hubei	I	82465	92464	NA	0	0	0	0
Quebec	I	82465	92464	NA	0	0	0	0
TD1	I	82465	92464	NA	0	0	0	0
TD2	I	82465	92464	NA	0	0	0	0
TD3	I	82465	92464	NA	0	0	0	0
KD	I	82465	92464	NA	0	0	0	0
AD	I	82465	92464	NA	0	0	0	0
Tropical	I	82465	92464	NA	0	0	0	0
Temperate	I	82465	92464	NA	0	0	0	0
TH	I	82465	92464	NA	0	0	0	0
NWD	I	92465	102464	0.0022488334176646	343	0.77134986225895	2	342.5
ID	I	92465	102464	0.0012768402460046	343	0.43795620437956	1	343
Hubei	I	92465	102464	0.0015902464882057	343	0.54545454545455	1	343
Quebec	I	92465	102464	0.0029154518950437	343	1	1	343
TD1	I	92465	102464	0.0012795735247346	343	0.43889371898396	2	342.66666666667
TD2	I	92465	102464	0.0036670808456874	343	1.2578087300708	4	342.71428571429
TD3	I	92465	102464	0.0012768402460046	343	0.43795620437956	1	341.66666666667
KD	I	92465	102464	0.0057524410575653	343	1.9730872827449	7	341.9
AD	I	92465	102464	0.0036996039830485	343	1.2689641661856	6	342.75
Tropical	I	92465	102464	0.0023377259115462	343	0.80183998766034	6	342.25349301397
Temperate	I	92465	102464	0.0019142487564563	343	0.6565873234645	3	342
TH	I	92465	102464	0.0015079620073984	343	0.51723096853766	3	342.05263157895
NWD	I	102465	112464	0	242	0	0	239
ID	I	102465	112464	0.0018097363817337	242	0.43795620437956	1	241.66666666667
Hubei	I	102465	112464	0	242	0	0	242
Quebec	I	102465	112464	0.0082644628099174	242	2	2	242
TD1	I	102465	112464	0.00090680520451231	242	0.21944685949198	1	241.48148148148
TD2	I	102465	112464	0.0012993891839574	242	0.31445218251769	1	241.42857142857
TD3	I	102465	112464	0.0018097363817337	242	0.43795620437956	1	239.33333333333
KD	I	102465	112464	0.001164750462069	242	0.2818696118207	1	241.7
AD	I	102465	112464	0.0026218267896398	242	0.63448208309282	3	241.96875
Tropical	I	102465	112464	0.0044162695243335	242	1.0687372248887	8	241.62275449102
Temperate	I	102465	112464	0.00090680520451231	242	0.21944685949198	1	241.17857142857
TH	I	102465	112464	0.0028431449718927	242	0.68804108319804	4	241.6
NWD	I	112465	122464	0.0011903547257083	324	0.38567493112948	1	324
ID	I	112465	122464	0.0013517166801838	324	0.43795620437956	1	323.66666666667
Hubei	I	112465	122464	0.0033670033670034	324	1.0909090909091	2	324
Quebec	I	112465	122464	0	324	0	0	324
TD1	I	112465	122464	0.0013546102437777	324	0.43889371898396	2	323.25925925926
TD2	I	112465	122464	0.00097053142752375	324	0.31445218251769	1	321.71428571429
TD3	I	112465	122464	0	324	0	0	314
KD	I	112465	122464	0.0034798717508729	324	1.1274784472828	4	321.2
AD	I	112465	122464	0.0013055186894914	324	0.42298805539521	2	320.875
Tropical	I	112465	122464	0.0024745917388127	324	0.80176772337533	6	323.15568862275
Temperate	I	112465	122464	0.00067730512188883	324	0.21944685949198	1	322.89285714286
TH	I	112465	122464	0.0010632508115815	324	0.3444932629524	2	322.91578947368
NWD	I	122465	132464	0.0020960594083124	368	0.77134986225895	2	367.75
ID	I	122465	132464	0	368	0	0	368
Hubei	I	122465	132464	0	368	0	0	368
Quebec	I	122465	132464	0	367	0	0	367
TD1	I	122465	132464	0.0011926459754999	368	0.43889371898396	2	367.14814814815
TD2	I	122465	132464	0	368	0	0	367.42857142857
TD3	I	122465	132464	0.0011900983814662	368	0.43795620437956	1	362.66666666667
KD	I	122465	132464	0.0038297501606074	368	1.4093480591035	5	367.5
AD	I	122465	132464	0.0040229842225088	368	1.4804581938833	7	367.59375
Tropical	I	122465	132464	0.0025413982200556	368	0.93523454498047	7	367.23552894212
Temperate	I	122465	132464	0.00059155870782754	368	0.21769360448054	1	366.89285714286
TH	I	122465	132464	0	368	0	0	367.12631578947
NWD	I	132465	142464	0.0026484115442367	1165	3.0853994490358	8	1163.75
ID	I	132465	142464	0.001879640362144	1165	2.1897810218978	5	1165
Hubei	I	132465	142464	0.0018728053062817	1165	2.1818181818182	4	1165
Quebec	I	132465	142464	0.0034334763948498	1165	4	4	1165
TD1	I	132465	142464	0.0016952976269767	1165	1.9750217354278	9	1162.3333333333
TD2	I	132465	142464	0.0010796641459835	1165	1.2578087300708	4	1159.2857142857
TD3	I	132465	142464	0.0015037122897152	1165	1.7518248175182	4	1164.6666666667
KD	I	132465	142464	0.0043550669637533	1165	5.0736530127726	18	1164.4
AD	I	132465	142464	0.0045384984484465	1165	5.2873506924402	25	1164.53125
Tropical	I	132465	142464	0.0019493979940276	1165	2.2710486630422	17	1163.1117764471
Temperate	I	132465	142464	0.0011256835982125	1165	1.3114213919175	6	1163.1785714286
TH	I	132465	142464	0.0016229842242427	1165	1.8907766212427	11	1163.4210526316
NWD	I	142465	152464	0.0011977482333214	644	0.77134986225895	2	644
ID	I	142465	152464	0.00068005621798069	644	0.43795620437956	1	644
Hubei	I	142465	152464	0.00084697910784867	644	0.54545454545455	1	644
Quebec	I	142465	152464	0	643	0	0	643
TD1	I	142465	152464	0.0010222679789999	644	0.65834057847594	3	641.33333333333
TD2	I	142465	152464	0	644	0	0	643.42857142857
TD3	I	142465	152464	0.00068005621798069	644	0.43795620437956	1	633
KD	I	142465	152464	0.0056899145243309	644	3.6643049536691	13	643.5
AD	I	142465	152464	0.00623973063083	644	4.0183865262545	19	643.15625
Tropical	I	142465	152464	0.0014522829516638	644	0.93527022087149	7	642.66666666667
Temperate	I	142465	152464	0.00101954553333	644	0.6565873234645	3	641.89285714286
TH	I	142465	152464	0.0016023331385164	644	1.0319025412046	6	642.67368421053
NWD	I	152465	162464	0	20	0	0	19.75
ID	I	152465	162464	0	20	0	0	20
Hubei	I	152465	162464	0	20	0	0	20
Quebec	I	152465	162464	0	20	0	0	20
TD1	I	152465	162464	0	20	0	0	19.925925925926
TD2	I	152465	162464	0	20	0	0	19.428571428571
TD3	I	152465	162464	0	20	0	0	20
KD	I	152465	162464	0	20	0	0	20
AD	I	152465	162464	0	20	0	0	19.9375
Tropical	I	152465	162464	0	20	0	0	19.930139720559
Temperate	I	152465	162464	0	20	0	0	19.928571428571
TH	I	152465	162464	0	20	0	0	19.884210526316
NWD	I	162465	172464	0	72	0	0	72
ID	I	162465	172464	0.0060827250608273	72	0.43795620437956	1	72
Hubei	I	162465	172464	0	72	0	0	72
Quebec	I	162465	172464	0.013888888888889	72	1	1	72
TD1	I	162465	172464	0.0030478730484997	72	0.21944685949198	1	71.777777777778
TD2	I	162465	172464	0	72	0	0	71.428571428571
TD3	I	162465	172464	0	72	0	0	71
KD	I	162465	172464	0.0078297114394639	72	0.5637392236414	2	72
AD	I	162465	172464	0.0058748341027113	72	0.42298805539521	2	71.9375
Tropical	I	162465	172464	0.0018556941629762	72	0.13360997973429	1	71.636726546906
Temperate	I	162465	172464	0	72	0	0	71.642857142857
TH	I	162465	172464	0.0047846286521167	72	0.3444932629524	2	71.347368421053
NWD	I	172465	182464	0.0048819611535377	79	0.38567493112948	1	78.75
ID	I	172465	182464	0.0055437494225261	79	0.43795620437956	1	79
Hubei	I	172465	182464	0	79	0	0	79
Quebec	I	172465	182464	0	79	0	0	79
TD1	I	172465	182464	0	79	0	0	77.962962962963
TD2	I	172465	182464	0.0044745033212534	79	0.35348576237902	1	77.285714285714
TD3	I	172465	182464	0	79	0	0	79
KD	I	172465	182464	0.0035679697698823	79	0.2818696118207	1	78.7
AD	I	172465	182464	0.002677139591109	79	0.21149402769761	1	77.9375
Tropical	I	172465	182464	0.0050885489588846	79	0.40199536775189	3	78.433133732535
Temperate	I	172465	182464	0.0027778083479997	79	0.21944685949198	1	78.464285714286
TH	I	172465	182464	0.0021783233909333	79	0.17208754788373	1	78.242105263158
NWD	I	182465	192464	0.0038185636745493	101	0.38567493112948	1	100.75
ID	I	182465	192464	0.004336200043362	101	0.43795620437956	1	101
Hubei	I	182465	192464	0	101	0	0	101
Quebec	I	182465	192464	0.0099009900990099	101	1	1	101
TD1	I	182465	192464	0	101	0	0	99.851851851852
TD2	I	182465	192464	0	101	0	0	99.857142857143
TD3	I	182465	192464	0	101	0	0	101
KD	I	182465	192464	0.0027907882358485	101	0.2818696118207	1	100.7
AD	I	182465	192464	0	101	0	0	100.9375
Tropical	I	182465	192464	0.0013225178598343	101	0.13357430384326	1	100.50698602794
Temperate	I	182465	192464	0	101	0	0	100.42857142857
TH	I	182465	192464	0	101	0	0	98.852631578947
NWD	I	192465	202464	0	35	0	0	35
ID	I	192465	202464	0	35	0	0	35
Hubei	I	192465	202464	0	35	0	0	35
Quebec	I	192465	202464	0	35	0	0	35
TD1	I	192465	202464	0	35	0	0	33.222222222222
TD2	I	192465	202464	0	35	0	0	32.142857142857
TD3	I	192465	202464	0	35	0	0	30
KD	I	192465	202464	0.0080534174805915	35	0.2818696118207	1	33.8
AD	I	192465	202464	0	35	0	0	34.25
Tropical	I	192465	202464	0	35	0	0	34.40119760479
Temperate	I	192465	202464	0	35	0	0	32.857142857143
TH	I	192465	202464	0	35	0	0	34.053191489362
NWD	I	202465	212464	0.0048009327526491	241	1.1570247933884	3	240.75
ID	I	202465	212464	0.003634491322652	241	0.87591240875912	2	241
Hubei	I	202465	212464	0.006789890607318	241	1.6363636363636	3	240
Quebec	I	202465	212464	0.008298755186722	241	2	2	241
TD1	I	202465	212464	0.0045605165231964	241	1.0990844820903	5	238.85185185185
TD2	I	202465	212464	0.0026095616806448	241	0.62890436503539	2	235.14285714286
TD3	I	202465	212464	0.003634491322652	241	0.87591240875912	2	240.66666666667
KD	I	202465	212464	0.0070175007092291	241	1.6912176709242	6	235.2
AD	I	202465	212464	0.0052654114779487	241	1.2689641661856	6	235.84375
Tropical	I	202465	212464	0.0022184849882089	241	0.53465488215835	4	238.58882235529
Temperate	I	202465	212464	0.001813860846359	241	0.43714046397252	2	237.57142857143
TH	I	202465	212464	0.002140867244358	241	0.51594900589027	3	239.55789473684
NWD	I	212465	222464	0.002448729721457	315	0.77134986225895	2	311.5
ID	I	212465	222464	0.002780674313521	315	0.87591240875912	2	315
Hubei	I	212465	222464	0.0017316017316017	315	0.54545454545455	1	312
Quebec	I	212465	222464	0	315	0	0	315
TD1	I	212465	222464	0.0027866267871997	315	0.87778743796792	4	312.85185185185
TD2	I	212465	222464	0	315	0	0	312.42857142857
TD3	I	212465	222464	0	315	0	0	311.33333333333
KD	I	212465	222464	0.0062637691515712	315	1.9730872827449	7	313.4
AD	I	212465	222464	0.0046998672821691	315	1.4804581938833	7	313.71875
Tropical	I	212465	222464	0.002971975949171	315	0.93617242398885	7	312.58283433134
Temperate	I	212465	222464	0	315	0	0	313.21428571429
TH	I	212465	222464	0.0021852530824094	315	0.68835472095895	4	313.68421052632
NWD	I	222465	232464	0.0017294839960963	446	0.77134986225895	2	441.5
ID	I	222465	232464	0.002945893751432	446	1.3138686131387	3	446
Hubei	I	222465	232464	0.0024459845087648	446	1.0909090909091	2	445.5
Quebec	I	222465	232464	0.0045977011494253	435	2	2	435
TD1	I	222465	232464	0.00098406663449318	446	0.43889371898396	2	441
TD2	I	222465	232464	0.0014100994731735	446	0.62890436503539	2	445.14285714286
TD3	I	222465	232464	0.0019639291676214	446	0.87591240875912	2	439
KD	I	222465	232464	0.011375903616082	446	5.0736530127726	18	442.3
AD	I	222465	232464	0.0094840371164846	446	4.2298805539521	20	444.71875
Tropical	I	222465	232464	0.0029963850979044	446	1.3363877536653	10	441.67864271457
Temperate	I	222465	232464	0.0024603839172173	446	1.0973312270789	5	440.96428571429
TH	I	222465	232464	0.00077098981615817	446	0.34386145800655	2	441.68421052632
NWD	I	232465	242464	0	39	0	0	39
ID	I	232465	242464	0	39	0	0	39
Hubei	I	232465	242464	0	39	0	0	39
Quebec	I	232465	242464	0	39	0	0	39
TD1	I	232465	242464	0	39	0	0	37.814814814815
TD2	I	232465	242464	0	39	0	0	37.571428571429
TD3	I	232465	242464	0	39	0	0	34.666666666667
KD	I	232465	242464	0.0072274259441206	39	0.2818696118207	1	39
AD	I	232465	242464	0.010845847574236	39	0.42298805539521	2	38.75
Tropical	I	232465	242464	0.0031854696727958	42	0.13378972625742	1	38.498
Temperate	I	232465	242464	0	39	0	0	38.214285714286
TH	I	232465	242464	0	39	0	0	38.610526315789
NWD	I	242465	252464	0	51	0	0	51
ID	I	242465	252464	0	51	0	0	51
Hubei	I	242465	252464	0	51	0	0	51
Quebec	I	242465	252464	0	51	0	0	51
TD1	I	242465	252464	0.004302879597882	51	0.21944685949198	1	50.888888888889
TD2	I	242465	252464	0	51	0	0	50.285714285714
TD3	I	242465	252464	0	51	0	0	51
KD	I	242465	252464	0.0055268551337393	51	0.2818696118207	1	51
AD	I	242465	252464	0.0041752004870807	51	0.21293522484112	1	50.9375
Tropical	I	242465	252464	0	51	0	0	50.784431137725
Temperate	I	242465	252464	0	51	0	0	50.571428571429
TH	I	242465	252464	0.0033681158847611	51	0.17177391012282	1	50.905263157895
NWD	I	252465	262464	0	136	0	0	133.75
ID	I	252465	262464	0	136	0	0	135
Hubei	I	252465	262464	0	136	0	0	135
Quebec	I	252465	262464	0	136	0	0	136
TD1	I	252465	262464	0	136	0	0	134.03703703704
TD2	I	252465	262464	0	136	0	0	134.28571428571
TD3	I	252465	262464	0	136	0	0	135.33333333333
KD	I	252465	262464	0.0020725706751522	136	0.2818696118207	1	135.9
AD	I	252465	262464	0	136	0	0	135.75
Tropical	I	252465	262464	0.00098242632157565	136	0.13360997973429	1	134.94211576846
Temperate	I	252465	262464	0.0032271596984115	136	0.43889371898396	2	135.35714285714
TH	I	252465	262464	0	136	0	0	135.21052631579
NWD	I	262465	272464	0.0025541386167515	302	0.77134986225895	2	301.5
ID	I	262465	272464	0	302	0	0	302
Hubei	I	262465	272464	0	302	0	0	302
Quebec	I	262465	272464	0	302	0	0	302
TD1	I	262465	272464	0.0021799356903177	302	0.65834057847594	3	300.51851851852
TD2	I	262465	272464	0.0010412323924427	302	0.31445218251769	1	301.42857142857
TD3	I	262465	272464	0	302	0	0	297.66666666667
KD	I	262465	272464	0.0065334015984931	302	1.9730872827449	7	301
AD	I	262465	272464	0.0070078856758927	302	2.1163814741196	10	299.96875
Tropical	I	262465	272464	0.0026579571455403	302	0.80270305795317	6	299.37724550898
Temperate	I	262465	272464	0.00072083974993555	302	0.21769360448054	1	301.25
TH	I	262465	272464	0	302	0	0	300.82105263158
NWD	I	272465	282464	0.001141050092099	338	0.38567493112948	1	337.25
ID	I	272465	282464	0.0025914568306483	338	0.87591240875912	2	338
Hubei	I	272465	282464	0.0032275416890802	338	1.0909090909091	2	338
Quebec	I	272465	282464	0	338	0	0	338
TD1	I	272465	282464	0.0026024781733679	338	0.87963762259836	4	337.22222222222
TD2	I	272465	282464	0.00093033190093992	338	0.31445218251769	1	337.57142857143
TD3	I	272465	282464	0.0025914568306483	338	0.87591240875912	2	337.66666666667
KD	I	272465	282464	0.0041696688139157	338	1.4093480591035	5	337.8
AD	I	272465	282464	0.00062572197543671	338	0.21149402769761	1	337.03125
Tropical	I	272465	282464	0.0023728362108534	338	0.80201863926845	6	335.68063872255
Temperate	I	272465	282464	0	338	0	0	336.42857142857
TH	I	272465	282464	0.0010164136693658	338	0.34354782024563	2	337.04210526316
NWD	I	282465	292464	0.0025003237026222	617	1.5426997245179	4	616.25
ID	I	282465	292464	0.00070981556625537	617	0.43795620437956	1	617
Hubei	I	282465	292464	0.0026521290702814	617	1.6363636363636	3	617
Quebec	I	282465	292464	0.0016207455429498	617	1	1	617
TD1	I	282465	292464	0.0010670025583078	617	0.65834057847594	3	615.07407407407
TD2	I	282465	292464	0.00050964697328638	617	0.31445218251769	1	615.14285714286
TD3	I	282465	292464	0.00070981556625537	617	0.43795620437956	1	617
KD	I	282465	292464	0.0045683891705138	617	2.818696118207	10	616.6
AD	I	282465	292464	0.0027422240220111	617	1.6919522215809	8	616.0625
Tropical	I	282465	292464	0.0030336573010373	617	1.87176655474	14	614.12175648703
Temperate	I	282465	292464	0.0010641609780624	617	0.6565873234645	3	614.32142857143
TH	I	282465	292464	0.0019503449166394	617	1.2033628135665	7	614.94736842105
NWD	I	292465	302464	0.0042227182240454	274	1.1570247933884	3	273.75
ID	I	292465	302464	0.0015983803079546	274	0.43795620437956	1	274
Hubei	I	292465	302464	0.0019907100199071	274	0.54545454545455	1	274
Quebec	I	292465	302464	0.0036496350364964	274	1	1	274
TD1	I	292465	302464	0.0024027028411531	274	0.65834057847594	3	270.85185185185
TD2	I	292465	302464	0.0011476357026193	274	0.31445218251769	1	273.28571428571
TD3	I	292465	302464	0.0015983803079546	274	0.43795620437956	1	270.33333333333
KD	I	292465	302464	0.0030861636330734	274	0.84560883546211	3	259.2
AD	I	292465	302464	0.0054229237871181	273	1.4804581938833	7	254.03125
Tropical	I	292465	302464	0.0029279917291362	274	0.80226973378333	6	272.56087824351
Temperate	I	292465	302464	0.0023963041002354	274	0.6565873234645	3	272.64285714286
TH	I	292465	302464	0.0025099541804275	274	0.68772744543712	4	273.23157894737
NWD	I	302465	312464	0.001174048496589	657	0.77134986225895	2	657
ID	I	302465	312464	0.000666600006666	657	0.43795620437956	1	657
Hubei	I	302465	312464	0	657	0	0	657
Quebec	I	302465	312464	0	657	0	0	657
TD1	I	302465	312464	0.001338870049617	657	0.87963762259836	4	655.85185185185
TD2	I	302465	312464	0.00047861823823089	657	0.31445218251769	1	655.71428571429
TD3	I	302465	312464	0.000666600006666	657	0.43795620437956	1	656
KD	I	302465	312464	0.0030031769904793	657	1.9730872827449	7	650.8
AD	I	302465	312464	0.0038629046154814	657	2.5379283323713	12	649.59375
Tropical	I	302465	312464	0.0018308201696528	657	1.2028488514619	9	653.9620758483
Temperate	I	302465	312464	0.00066268981577028	657	0.43538720896107	2	655.78571428571
TH	I	302465	312464	0.001569666265234	657	1.0312707362587	6	655.08421052632
NWD	I	312465	322464	0.001186692095783	650	0.77134986225895	2	648.75
ID	I	312465	322464	0.00067377877596856	650	0.43795620437956	1	650
Hubei	I	312465	322464	0.0016783216783217	650	1.0909090909091	2	650
Quebec	I	312465	322464	0.0046875	640	3	3	640
TD1	I	312465	322464	0.0023632738714521	650	1.5361280164439	7	648
TD2	I	312465	322464	0.0014513177654663	650	0.94335654755308	3	648.57142857143
TD3	I	312465	322464	0.0013475575519371	650	0.87591240875912	2	647.66666666667
KD	I	312465	322464	0.0021682277832362	650	1.4093480591035	5	649.4
AD	I	312465	322464	0.0026052206441913	650	1.6933934187244	8	643.6875
Tropical	I	312465	322464	0.0026726416179744	650	1.7372170516834	13	647.624750499
Temperate	I	312465	322464	0.00033491323766236	650	0.21769360448054	1	646.39285714286
TH	I	312465	322464	0.0023798625135571	650	1.5469106338121	9	648.68421052632
NWD	I	322465	332464	0	455	0	0	454.25
ID	I	322465	332464	0.0028876233255795	455	1.3138686131387	3	455
Hubei	I	322465	332464	0.0035964035964036	455	1.6363636363636	3	455
Quebec	I	322465	332464	0.0021978021978022	455	1	1	455
TD1	I	322465	332464	0.00048230079009226	455	0.21944685949198	1	453.18518518519
TD2	I	322465	332464	0	455	0	0	451.28571428571
TD3	I	322465	332464	0.0028876233255795	455	1.3138686131387	3	440.66666666667
KD	I	322465	332464	0.00061949365235319	455	0.2818696118207	1	454.2
AD	I	322465	332464	0.0013944661166875	455	0.63448208309282	3	454.21875
Tropical	I	322465	332464	0.0023496583026099	455	1.0690945276875	8	453.53293413174
Temperate	I	322465	332464	0.00047844748237481	455	0.21769360448054	1	452.17857142857
TH	I	322465	332464	0.004155533104164	455	1.8907675623946	11	453.10526315789
NWD	I	332465	342464	0.0028049085900326	550	1.5426997245179	4	549
ID	I	332465	342464	0.0015925680159257	550	0.87591240875912	2	547.66666666667
Hubei	I	332465	342464	0.0059504132231405	550	3.2727272727273	6	545
Quebec	I	332465	342464	0.0036429872495446	549	2	2	549
TD1	I	332465	342464	0.0019949714499271	550	1.0972342974599	5	548.40740740741
TD2	I	332465	342464	0.0011434624818825	550	0.62890436503539	2	546.71428571429
TD3	I	332465	342464	0.0015925680159257	550	0.87591240875912	2	548.33333333333
KD	I	332465	342464	0.0035874314231726	550	1.9730872827449	7	548.8
AD	I	332465	342464	0.0034608113623245	550	1.9034462492785	9	548.71875
Tropical	I	332465	342464	0.0029163663848181	550	1.6040015116499	12	547.82834331337
Temperate	I	332465	342464	0.00079161310720195	550	0.43538720896107	2	547.67857142857
TH	I	332465	342464	0.0024990998522608	550	1.3745049187434	8	548.73684210526
NWD	I	342465	352464	0.002645254194841	352	0.93112947658402	2	335
ID	I	342465	352464	0.0012406691342197	353	0.43795620437956	1	351
Hubei	I	342465	352464	0.0015495867768595	352	0.54545454545455	1	349
Quebec	I	342465	352464	0.0028571428571429	350	1	1	350
TD1	I	342465	352464	0.0018492712878538	356	0.65834057847594	3	348.81481481481
TD2	I	342465	352464	0.0017665852950432	356	0.62890436503539	2	339.71428571429
TD3	I	342465	352464	0.0024604281144919	356	0.87591240875912	2	345.33333333333
KD	I	342465	352464	0.012167033603771	139	1.6912176709242	6	132.6
AD	I	342465	352464	0.0079809067055701	159	1.2689641661856	6	137.03125
Tropical	I	342465	352464	0.0033792034905181	356	1.2029964426245	9	353.66067864271
Temperate	I	342465	352464	0.00061642376261792	356	0.21944685949198	1	336.35714285714
TH	I	342465	352464	0.0019363271395992	356	0.6893324616973	4	346.42105263158
NWD	I	352465	362464	0.0012813120635531	301	0.38567493112948	1	299.5
ID	I	352465	362464	0	301	0	0	301
Hubei	I	352465	362464	0	301	0	0	300.5
Quebec	I	352465	362464	0	298	0	0	298
TD1	I	352465	362464	0	301	0	0	299.62962962963
