group	strain	isotype	isotype_ref_strain
242	JU2591	NIC174	NIC174
242	JU2594	NIC174	NIC174
242	JU2595	NIC174	NIC174
242	JU2596	NIC174	NIC174
242	JU2626	NIC174	NIC174
242	JU2754	NIC174	NIC174
242	JU2766	NIC174	NIC174
242	JU2773	NIC174	NIC174
242	JU2779	NIC174	NIC174
242	JU2780	NIC174	NIC174
242	JU2783	NIC174	NIC174
242	JU2786	NIC174	NIC174
242	JU279	NIC174	NIC174
242	JU2792	NIC174	NIC174
242	JU2793	NIC174	NIC174
242	JU280	NIC174	NIC174
242	JU2823	NIC174	NIC174
242	JU2824	NIC174	NIC174
242	JU2863	NIC174	NIC174
242	JU2893	NIC174	NIC174
242	JU2894	NIC174	NIC174
242	JU2905	NIC174	NIC174
242	JU296	NIC174	NIC174
242	JU3276	NIC174	NIC174
242	JU3278	NIC174	NIC174
242	JU3279	NIC174	NIC174
242	JU348	NIC174	NIC174
242	JU349	NIC174	NIC174
242	JU350	NIC174	NIC174
242	JU351	NIC174	NIC174
242	JU352	NIC174	NIC174
242	JU353	NIC174	NIC174
242	JU354	NIC174	NIC174
242	JU355	NIC174	NIC174
242	JU357	NIC174	NIC174
242	JU358	NIC174	NIC174
242	JU372	NIC174	NIC174
242	JU373	NIC174	NIC174
242	JU374	NIC174	NIC174
242	JU375	NIC174	NIC174
242	JU377	NIC174	NIC174
242	JU378	NIC174	NIC174
242	JU3784	NIC174	NIC174
242	JU379	NIC174	NIC174
242	JU380	NIC174	NIC174
242	JU381	NIC174	NIC174
242	JU382	NIC174	NIC174
242	JU383	NIC174	NIC174
242	JU403	NIC174	NIC174
242	JU404	NIC174	NIC174
242	JU405	NIC174	NIC174
242	JU4288	NIC174	NIC174
242	JU439	NIC174	NIC174
242	JU441	NIC174	NIC174
242	JU516	NIC174	NIC174
242	JU757	NIC174	NIC174
242	JU794	NIC174	NIC174
242	JU795	NIC174	NIC174
242	JU796	NIC174	NIC174
242	JU797	NIC174	NIC174
242	JU835	NIC174	NIC174
242	JU836	NIC174	NIC174
242	JU837	NIC174	NIC174
242	JU838	NIC174	NIC174
242	JU839	NIC174	NIC174
242	JU840	NIC174	NIC174
242	JU841	NIC174	NIC174
242	JU842	NIC174	NIC174
242	JU843	NIC174	NIC174
242	JU844	NIC174	NIC174
242	JU845	NIC174	NIC174
242	JU846	NIC174	NIC174
242	MY2049	NIC174	NIC174
242	MY2132	NIC174	NIC174
242	MY646	NIC174	NIC174
242	MY661	NIC174	NIC174
242	MY682	NIC174	NIC174
242	MY683	NIC174	NIC174
242	MY699	NIC174	NIC174
242	MY701	NIC174	NIC174
242	MY702	NIC174	NIC174
242	MY709	NIC174	NIC174
242	MY727	NIC174	NIC174
242	MY728	NIC174	NIC174
242	MY750	NIC174	NIC174
242	MY751	NIC174	NIC174
242	MY752	NIC174	NIC174
242	MY754	NIC174	NIC174
242	MY755	NIC174	NIC174
242	MY756	NIC174	NIC174
242	MY761	NIC174	NIC174
242	MY765	NIC174	NIC174
242	MY771	NIC174	NIC174
242	MY918	NIC174	NIC174
242	MY945	NIC174	NIC174
242	NIC1047	NIC174	NIC174
242	NIC1048	NIC174	NIC174
242	NIC1072	NIC174	NIC174
242	NIC1088	NIC174	NIC174
242	NIC1089	NIC174	NIC174
242	NIC1090	NIC174	NIC174
242	NIC1100	NIC174	NIC174
242	NIC146	NIC174	NIC174
242	NIC149	NIC174	NIC174
242	NIC151	NIC174	NIC174
242	NIC153	NIC174	NIC174
242	NIC154	NIC174	NIC174
242	NIC155	NIC174	NIC174
242	NIC156	NIC174	NIC174
242	NIC157	NIC174	NIC174
242	NIC158	NIC174	NIC174
242	NIC160	NIC174	NIC174
242	NIC161	NIC174	NIC174
242	NIC1610	NIC174	NIC174
242	NIC1618	NIC174	NIC174
242	NIC162	NIC174	NIC174
242	NIC163	NIC174	NIC174
242	NIC164	NIC174	NIC174
242	NIC167	NIC174	NIC174
242	NIC169	NIC174	NIC174
242	NIC170	NIC174	NIC174
242	NIC171	NIC174	NIC174
242	NIC173	NIC174	NIC174
242	NIC174	NIC174	NIC174
242	NIC175	NIC174	NIC174
242	NIC178	NIC174	NIC174
242	NIC179	NIC174	NIC174
242	NIC180	NIC174	NIC174
242	NIC181	NIC174	NIC174
242	NIC182	NIC174	NIC174
242	NIC185	NIC174	NIC174
242	NIC186	NIC174	NIC174
242	NIC208	NIC174	NIC174
242	NIC209	NIC174	NIC174
242	NIC2093	NIC174	NIC174
242	NIC2096	NIC174	NIC174
242	NIC2097	NIC174	NIC174
242	NIC2098	NIC174	NIC174
242	NIC2103	NIC174	NIC174
242	NIC2112	NIC174	NIC174
242	NIC2182	NIC174	NIC174
242	NIC2184	NIC174	NIC174
242	NIC2189	NIC174	NIC174
242	NIC2190	NIC174	NIC174
242	NIC2191	NIC174	NIC174
242	NIC2192	NIC174	NIC174
242	NIC2193	NIC174	NIC174
242	NIC2194	NIC174	NIC174
242	NIC2195	NIC174	NIC174
242	NIC2196	NIC174	NIC174
242	NIC2197	NIC174	NIC174
242	NIC2198	NIC174	NIC174
242	NIC2199	NIC174	NIC174
242	NIC2200	NIC174	NIC174
242	NIC243	NIC174	NIC174
242	NIC253	NIC174	NIC174
242	NIC254	NIC174	NIC174
242	NIC398	NIC174	NIC174
242	NIC498	NIC174	NIC174
242	NIC5	NIC174	NIC174
242	NIC507	NIC174	NIC174
242	NIC509	NIC174	NIC174
242	NIC510	NIC174	NIC174
242	NIC6	NIC174	NIC174
242	QG106	NIC174	NIC174
242	QG107	NIC174	NIC174
242	QG108	NIC174	NIC174
242	QG109	NIC174	NIC174
242	QG110	NIC174	NIC174
242	QG111	NIC174	NIC174
242	QG112	NIC174	NIC174
242	QG113	NIC174	NIC174
242	QG114	NIC174	NIC174
242	QG115	NIC174	NIC174
242	QG116	NIC174	NIC174
242	QG117	NIC174	NIC174
242	QG118	NIC174	NIC174
242	QG119	NIC174	NIC174
242	QG120	NIC174	NIC174
242	QG121	NIC174	NIC174
243	JU1085	JU1257	JU1257
243	JU1257	JU1257	JU1257
244	JU1337	JU1337	JU1337
245	JU1338	JU1338	JU1338
245	JU1339	JU1338	JU1338
245	JU1340	JU1338	JU1338
245	JU1342	JU1338	JU1338
245	JU1343	JU1338	JU1338
246	JU1341	JU1341	JU1341
247	JU1346	JU1346	JU1346
248	JU1347	JU1347	JU1347
249	JU1348	JU1348	JU1348
250	JU1375	JU1375	JU1375
251	JU1377	JU1377	JU1377
252	JU1378	JU1378	JU1378
253	JU1392	JU1392	JU1392
254	JU1399	JU1399	JU1399
255	JU1424	JU1424	JU1424
256	JU1435	JU1435	JU1435
257	JU1564	JU1564	JU1564
258	JU1637	JU1637	JU1637
259	JU1638	JU1638	JU1638
260	JU1794	JU1794	JU1794
261	JU1795	JU1795	JU1795
262	JU1799	JU1799	JU1799
263	JU1802	JU1802	JU1802
264	JU1814	JU1814	JU1814
264	NIC1306	JU1814	JU1814
265	JU1820	NIC67	NIC67
265	JU1822	NIC67	NIC67
265	JU1827	NIC67	NIC67
265	JU1828	NIC67	NIC67
265	JU1829	NIC67	NIC67
265	JU1830	NIC67	NIC67
265	JU1834	NIC67	NIC67
265	JU2044	NIC67	NIC67
265	NIC100	NIC67	NIC67
265	NIC101	NIC67	NIC67
265	NIC103	NIC67	NIC67
265	NIC106	NIC67	NIC67
265	NIC108	NIC67	NIC67
265	NIC109	NIC67	NIC67
265	NIC1261	NIC67	NIC67
265	NIC1266	NIC67	NIC67
265	NIC1287	NIC67	NIC67
265	NIC1295	NIC67	NIC67
265	NIC1296	NIC67	NIC67
265	NIC1303	NIC67	NIC67
265	NIC1351	NIC67	NIC67
265	NIC1356	NIC67	NIC67
265	NIC1373	NIC67	NIC67
265	NIC1424	NIC67	NIC67
265	NIC1479	NIC67	NIC67
265	NIC1480	NIC67	NIC67
265	NIC1481	NIC67	NIC67
265	NIC1482	NIC67	NIC67
265	NIC1483	NIC67	NIC67
265	NIC1485	NIC67	NIC67
265	NIC18	NIC67	NIC67
265	NIC23	NIC67	NIC67
265	NIC2356	NIC67	NIC67
265	NIC28	NIC67	NIC67
265	NIC29	NIC67	NIC67
265	NIC30	NIC67	NIC67
265	NIC301	NIC67	NIC67
265	NIC303	NIC67	NIC67
265	NIC317	NIC67	NIC67
265	NIC32	NIC67	NIC67
265	NIC323	NIC67	NIC67
265	NIC341	NIC67	NIC67
265	NIC358	NIC67	NIC67
265	NIC36	NIC67	NIC67
265	NIC362	NIC67	NIC67
265	NIC367	NIC67	NIC67
265	NIC37	NIC67	NIC67
265	NIC377	NIC67	NIC67
265	NIC38	NIC67	NIC67
265	NIC399	NIC67	NIC67
265	NIC40	NIC67	NIC67
265	NIC442	NIC67	NIC67
265	NIC65	NIC67	NIC67
265	NIC66	NIC67	NIC67
265	NIC67	NIC67	NIC67
265	NIC68	NIC67	NIC67
265	NIC69	NIC67	NIC67
265	NIC70	NIC67	NIC67
265	NIC71	NIC67	NIC67
265	NIC72	NIC67	NIC67
265	NIC73	NIC67	NIC67
265	NIC74	NIC67	NIC67
265	NIC75	NIC67	NIC67
265	NIC76	NIC67	NIC67
265	NIC77	NIC67	NIC67
265	NIC78	NIC67	NIC67
265	NIC79	NIC67	NIC67
265	NIC80	NIC67	NIC67
265	NIC81	NIC67	NIC67
265	NIC83	NIC67	NIC67
265	NIC84	NIC67	NIC67
265	NIC86	NIC67	NIC67
265	NIC87	NIC67	NIC67
265	NIC88	NIC67	NIC67
265	NIC89	NIC67	NIC67
265	NIC914	NIC67	NIC67
265	NIC919	NIC67	NIC67
265	NIC93	NIC67	NIC67
265	NIC95	NIC67	NIC67
265	NIC97	NIC67	NIC67
265	NIC973	NIC67	NIC67
265	NIC974	NIC67	NIC67
265	NIC979	NIC67	NIC67
265	NIC98	NIC67	NIC67
265	NIC981	NIC67	NIC67
265	NIC982	NIC67	NIC67
265	NIC998	NIC67	NIC67
266	JU1884	JU1884	JU1884
267	JU1885	JU1885	JU1885
268	JU1907	JU1907	JU1907
269	JU1908	JU1908	JU1908
270	JU1909	JU1909	JU1909
271	JU1912	JU1913	JU1913
271	JU1913	JU1913	JU1913
272	JU1914	JU2506	JU2506
272	JU2506	JU2506	JU2506
272	JU2517	JU2506	JU2506
272	JU2569	JU2506	JU2506
273	JU2045	NIC61	NIC61
273	NIC61	NIC61	NIC61
273	NIC63	NIC61	NIC61
274	JU2053	JU2053	JU2053
274	JU2533	JU2053	JU2053
274	JU2573	JU2053	JU2053
275	JU2054	JU2054	JU2054
276	JU2056	JU2056	JU2056
277	JU2057	JU2057	JU2057
278	JU2138	QR25	QR25
278	JU2181	QR25	QR25
278	JU2182	QR25	QR25
278	JU2183	QR25	QR25
278	JU2184	QR25	QR25
278	JU2185	QR25	QR25
278	QR24	QR25	QR25
278	QR25	QR25	QR25
279	JU2160	JU2160	JU2160
280	JU2162	JU2162	JU2162
281	JU2214	JU2214	JU2214
282	JU2216	JU2216	JU2216
283	JU2457	JU2457	JU2457
284	JU2518	JU2518	JU2518
285	JU2470	JU2470	JU2470
286	JU2471	NIC1183	NIC1183
286	NIC1131	NIC1183	NIC1183
286	NIC1139	NIC1183	NIC1183
286	NIC1143	NIC1183	NIC1183
286	NIC1182	NIC1183	NIC1183
286	NIC1183	NIC1183	NIC1183
286	NIC1186	NIC1183	NIC1183
287	JU2472	JU2472	JU2472
287	JU2473	JU2472	JU2472
288	JU2507	JU2507	JU2507
289	JU2536	JU2536	JU2536
290	JU2597	JU2597	JU2597
290	JU2618	JU2597	JU2597
291	JU2747	JU2747	JU2747
291	JU2910	JU2747	JU2747
292	JU2753	JU3171	JU3171
292	JU2791	JU3171	JU3171
292	JU3171	JU3171	JU3171
293	JU2767	JU2767	JU2767
293	JU2814	JU2767	JU2767
293	JU3168	JU2767	JU2767
294	JU2777	QG2925	QG2925
294	QG2925	QG2925	QG2925
294	QG2926	QG2925	QG2925
295	JU2781	JU2872	JU2872
295	JU2872	JU2872	JU2872
295	JU2873	JU2872	JU2872
296	JU2799	JU2799	JU2799
297	JU2801	JU2801	JU2801
297	JU3199	JU2801	JU2801
298	JU2835	JU2836	JU2836
298	JU2836	JU2836	JU2836
299	JU2849	JU2849	JU2849
299	JU2850	JU2849	JU2849
300	JU2861	JU2861	JU2861
301	JU2868	JU2868	JU2868
302	JU3200	JU3200	JU3200
303	JU3201	JU3201	JU3201
304	JU3202	JU3202	JU3202
304	JU3205	JU3202	JU3202
305	JU3203	JU3203	JU3203
306	JU3204	JU3416	JU3416
306	JU3416	JU3416	JU3416
307	JU3206	JU3206	JU3206
308	JU3207	JU3207	JU3207
309	JU3237	JU3237	JU3237
310	JU3272	JU3272	JU3272
310	JU3273	JU3272	JU3272
310	JU3420	JU3272	JU3272
310	JU3422	JU3272	JU3272
311	JU3281	JU3281	JU3281
312	JU3319	JU3319	JU3319
312	JU3323	JU3319	JU3319
313	JU3321	JU3321	JU3321
314	JU3326	JU3326	JU3326
315	JU3327	JU3327	JU3327
316	JU356	JU356	JU356
317	JU4041	QG2849	QG2849
317	QG2849	QG2849	QG2849
318	JU4042	JU4042	JU4042
319	JU4049	JU4051	JU4051
319	JU4051	JU4051	JU4051
320	JU4058	JU4058	JU4058
321	JU4060	JU4060	JU4060
322	JU4062	JU4062	JU4062
323	JU4064	JU4064	JU4064
324	JU4080	JU4080	JU4080
325	JU4084	JU4084	JU4084
326	JU4097	JU4097	JU4097
327	JU725	JU725	JU725
328	MY2249	MY2716	MY2716
328	MY2269	MY2716	MY2716
328	MY2271	MY2716	MY2716
328	MY2364	MY2716	MY2716
328	MY2716	MY2716	MY2716
328	MY2717	MY2716	MY2716
328	MY2748	MY2716	MY2716
328	MY800	MY2716	MY2716
328	MY801	MY2716	MY2716
329	MY2250	MY539	MY539
329	MY2270	MY539	MY539
329	MY2281	MY539	MY539
329	MY2725	MY539	MY539
329	MY539	MY539	MY539
330	MY681	MY681	MY681
331	NIC1050	NIC1050	NIC1050
331	NIC1053	NIC1050	NIC1050
332	NIC1052	NIC1052	NIC1052
333	NIC1054	NIC1054	NIC1054
334	NIC1055	NIC1055	NIC1055
334	NIC1056	NIC1055	NIC1055
335	NIC1057	NIC1057	NIC1057
336	NIC1058	NIC1058	NIC1058
337	NIC1059	NIC1059	NIC1059
338	NIC1060	NIC1060	NIC1060
339	NIC1061	NIC1062	NIC1062
339	NIC1062	NIC1062	NIC1062
339	NIC1063	NIC1062	NIC1062
339	NIC1065	NIC1062	NIC1062
339	NIC1066	NIC1062	NIC1062
340	NIC1069	NIC1069	NIC1069
341	NIC107	NIC96	NIC96
341	NIC96	NIC96	NIC96
342	NIC1103	NIC1103	NIC1103
343	NIC1104	NIC1104	NIC1104
344	NIC1106	NIC1106	NIC1106
345	NIC1117	NIC1117	NIC1117
345	NIC1118	NIC1117	NIC1117
346	NIC1123	NIC1123	NIC1123
346	NIC1134	NIC1123	NIC1123
346	NIC1189	NIC1123	NIC1123
347	NIC1124	NIC1124	NIC1124
347	NIC1154	NIC1124	NIC1124
347	NIC1158	NIC1124	NIC1124
348	NIC1125	NIC1138	NIC1138
348	NIC1138	NIC1138	NIC1138
349	NIC1135	NIC1135	NIC1135
350	NIC1141	NIC1141	NIC1141
351	NIC115	NIC115	NIC115
352	NIC116	NIC119	NIC119
352	NIC119	NIC119	NIC119
353	NIC117	NIC117	NIC117
354	NIC1185	NIC1190	NIC1190
354	NIC1190	NIC1190	NIC1190
355	NIC1202	NIC1202	NIC1202
355	NIC1203	NIC1202	NIC1202
355	NIC1206	NIC1202	NIC1202
356	NIC1204	NIC1204	NIC1204
357	NIC1205	NIC1205	NIC1205
358	NIC1217	NIC1218	NIC1218
358	NIC1218	NIC1218	NIC1218
358	NIC1219	NIC1218	NIC1218
359	NIC1220	NIC1220	NIC1220
360	NIC1221	NIC1221	NIC1221
361	NIC123	NIC123	NIC123
362	NIC1267	NIC1267	NIC1267
362	NIC1274	NIC1267	NIC1267
362	NIC1394	NIC1267	NIC1267
363	NIC1273	NIC1292	NIC1292
363	NIC1292	NIC1292	NIC1292
364	NIC1279	NIC1407	NIC1407
364	NIC1407	NIC1407	NIC1407
365	NIC1283	NIC1283	NIC1283
366	NIC1288	NIC1288	NIC1288
367	NIC1289	NIC1423	NIC1423
367	NIC1413	NIC1423	NIC1423
367	NIC1414	NIC1423	NIC1423
367	NIC1416	NIC1423	NIC1423
367	NIC1418	NIC1423	NIC1423
367	NIC1423	NIC1423	NIC1423
368	NIC1302	NIC1302	NIC1302
369	NIC1304	NIC1304	NIC1304
370	NIC1308	NIC1308	NIC1308
371	NIC1421	NIC1421	NIC1421
372	NIC1442	NIC1442	NIC1442
373	NIC1491	NIC1491	NIC1491
374	NIC1524	NIC1528	NIC1528
374	NIC1527	NIC1528	NIC1528
374	NIC1528	NIC1528	NIC1528
374	NIC1530	NIC1528	NIC1528
374	NIC1537	NIC1528	NIC1528
375	NIC1525	NIC1525	NIC1525
376	NIC1529	NIC1529	NIC1529
377	NIC1533	NIC1533	NIC1533
378	NIC1535	NIC1535	NIC1535
379	NIC1539	NIC1539	NIC1539
380	NIC1540	NIC1540	NIC1540
381	NIC1552	NIC1688	NIC1688
381	NIC1688	NIC1688	NIC1688
382	NIC1562	NIC1562	NIC1562
383	NIC1589	NIC1589	NIC1589
384	NIC1590	NIC1590	NIC1590
385	NIC1591	NIC1591	NIC1591
386	NIC1593	NIC1593	NIC1593
387	NIC1595	NIC1595	NIC1595
388	NIC1598	NIC1598	NIC1598
389	NIC1602	NIC1602	NIC1602
390	NIC1607	NIC1607	NIC1607
391	NIC1625	NIC1630	NIC1630
391	NIC1626	NIC1630	NIC1630
391	NIC1630	NIC1630	NIC1630
392	NIC1628	NIC1628	NIC1628
393	NIC1631	NIC1631	NIC1631
394	NIC1632	NIC1632	NIC1632
395	NIC1633	NIC1633	NIC1633
396	NIC1634	NIC1635	NIC1635
396	NIC1635	NIC1635	NIC1635
397	NIC1645	NIC1645	NIC1645
398	NIC1660	NIC1660	NIC1660
399	NIC1661	NIC1661	NIC1661
400	NIC1662	NIC1662	NIC1662
401	NIC1663	NIC1663	NIC1663
402	NIC1664	NIC1664	NIC1664
403	NIC1665	NIC1665	NIC1665
404	NIC1666	NIC1666	NIC1666
405	NIC1667	NIC1667	NIC1667
405	NIC1668	NIC1667	NIC1667
405	NIC1669	NIC1667	NIC1667
406	NIC1681	NIC1681	NIC1681
407	NIC1692	NIC1692	NIC1692
408	NIC1693	NIC1693	NIC1693
409	NIC17	NIC17	NIC17
410	NIC187	NIC187	NIC187
411	NIC188	NIC188	NIC188
412	NIC19	NIC19	NIC19
413	NIC191	NIC191	NIC191
414	NIC20	NIC20	NIC20
415	NIC21	NIC21	NIC21
416	NIC22	NIC22	NIC22
417	NIC2358	NIC419	NIC419
417	NIC2359	NIC419	NIC419
417	NIC292	NIC419	NIC419
417	NIC302	NIC419	NIC419
417	NIC368	NIC419	NIC419
417	NIC369	NIC419	NIC419
417	NIC373	NIC419	NIC419
417	NIC419	NIC419	NIC419
418	NIC2369	NIC2369	NIC2369
419	NIC248	NIC248	NIC248
420	NIC250	NIC250	NIC250
421	NIC2521	NIC2527	NIC2527
421	NIC2522	NIC2527	NIC2527
421	NIC2526	NIC2527	NIC2527
421	NIC2527	NIC2527	NIC2527
422	NIC309	NIC309	NIC309
423	NIC325	NIC325	NIC325
424	NIC327	NIC327	NIC327
425	NIC329	NIC329	NIC329
426	NIC330	NIC330	NIC330
427	NIC331	NIC331	NIC331
428	NIC332	NIC332	NIC332
429	NIC333	NIC333	NIC333
430	NIC340	NIC392	NIC392
430	NIC392	NIC392	NIC392
431	NIC343	NIC343	NIC343
432	NIC400	NIC400	NIC400
433	NIC402	NIC402	NIC402
434	NIC504	NIC504	NIC504
435	NIC505	NIC505	NIC505
436	NIC518	NIC518	NIC518
437	NIC519	NIC519	NIC519
438	NIC532	NIC532	NIC532
439	NIC541	NIC541	NIC541
439	NIC553	NIC541	NIC541
439	NIC554	NIC541	NIC541
440	NIC549	NIC549	NIC549
441	NIC552	NIC552	NIC552
442	NIC555	NIC555	NIC555
442	NIC556	NIC555	NIC555
442	NIC557	NIC555	NIC555
442	NIC558	NIC555	NIC555
443	NIC561	NIC561	NIC561
443	NIC906	NIC561	NIC561
444	NIC574	NIC574	NIC574
445	NIC576	NIC578	NIC578
445	NIC578	NIC578	NIC578
445	NIC596	NIC578	NIC578
445	NIC597	NIC578	NIC578
445	NIC599	NIC578	NIC578
446	NIC582	NIC583	NIC583
446	NIC583	NIC583	NIC583
446	NIC745	NIC583	NIC583
446	NIC757	NIC583	NIC583
447	NIC590	NIC590	NIC590
448	NIC593	NIC593	NIC593
448	NIC776	NIC593	NIC593
449	NIC60	NIC60	NIC60
449	NIC64	NIC60	NIC60
449	QG580	NIC60	NIC60
450	NIC62	NIC62	NIC62
451	NIC758	NIC758	NIC758
452	NIC777	NIC777	NIC777
453	NIC778	NIC828	NIC828
453	NIC828	NIC828	NIC828
454	NIC790	NIC790	NIC790
455	NIC791	NIC791	NIC791
456	NIC792	NIC792	NIC792
457	NIC793	NIC793	NIC793
458	NIC795	NIC795	NIC795
459	NIC796	NIC796	NIC796
460	NIC803	NIC803	NIC803
461	NIC811	NIC811	NIC811
462	NIC814	NIC814	NIC814
463	NIC816	NIC816	NIC816
463	NIC817	NIC816	NIC816
463	NIC818	NIC816	NIC816
464	NIC819	NIC819	NIC819
465	NIC821	NIC821	NIC821
465	NIC829	NIC821	NIC821
466	NIC822	NIC822	NIC822
467	NIC824	NIC824	NIC824
468	NIC825	NIC825	NIC825
469	NIC827	NIC827	NIC827
470	NIC863	NIC863	NIC863
471	NIC864	NIC864	NIC864
472	NIC865	NIC865	NIC865
473	NIC871	NIC871	NIC871
474	NIC883	NIC883	NIC883
474	NIC888	NIC883	NIC883
475	NIC889	NIC889	NIC889
476	NIC893	NIC893	NIC893
477	NIC896	NIC897	NIC897
477	NIC897	NIC897	NIC897
478	NIC899	NIC899	NIC899
479	NIC900	NIC901	NIC901
479	NIC901	NIC901	NIC901
479	NIC902	NIC901	NIC901
480	NIC911	NIC911	NIC911
481	NIC984	NIC984	NIC984
482	NIC985	NIC985	NIC985
483	PB800	PB800	PB800
484	PB826	PB857	PB857
484	PB857	PB857	PB857
484	PB858	PB857	PB857
484	PB859	PB857	PB857
484	QX1414	PB857	PB857
484	QX1545	PB857	PB857
485	PE887	PE887	PE887
486	QG1002	QG2665	QG2665
486	QG1132	QG2665	QG2665
486	QG1134	QG2665	QG2665
486	QG1139	QG2665	QG2665
486	QG1142	QG2665	QG2665
486	QG1144	QG2665	QG2665
486	QG1145	QG2665	QG2665
486	QG1146	QG2665	QG2665
486	QG1148	QG2665	QG2665
486	QG1149	QG2665	QG2665
486	QG1150	QG2665	QG2665
486	QG1151	QG2665	QG2665
486	QG1152	QG2665	QG2665
486	QG1153	QG2665	QG2665
486	QG1154	QG2665	QG2665
486	QG1156	QG2665	QG2665
486	QG2615	QG2665	QG2665
486	QG2616	QG2665	QG2665
486	QG2617	QG2665	QG2665
486	QG2618	QG2665	QG2665
486	QG2623	QG2665	QG2665
486	QG2624	QG2665	QG2665
486	QG2630	QG2665	QG2665
486	QG2631	QG2665	QG2665
486	QG2647	QG2665	QG2665
486	QG2665	QG2665	QG2665
486	QG2666	QG2665	QG2665
486	QG2689	QG2665	QG2665
486	QG2690	QG2665	QG2665
486	QG2692	QG2665	QG2665
486	QG2752	QG2665	QG2665
486	QG723	QG2665	QG2665
486	QG724	QG2665	QG2665
486	QG774	QG2665	QG2665
486	QG775	QG2665	QG2665
486	QG822	QG2665	QG2665
486	QG993	QG2665	QG2665
487	QG1005	QG1005	QG1005
487	QG928	QG1005	QG1005
488	QG1007	QG1007	QG1007
489	QG1100	QG1126	QG1126
489	QG1101	QG1126	QG1126
489	QG1102	QG1126	QG1126
489	QG1103	QG1126	QG1126
489	QG1104	QG1126	QG1126
489	QG1105	QG1126	QG1126
489	QG1106	QG1126	QG1126
489	QG1107	QG1126	QG1126
489	QG1108	QG1126	QG1126
489	QG1109	QG1126	QG1126
489	QG1113	QG1126	QG1126
489	QG1114	QG1126	QG1126
489	QG1120	QG1126	QG1126
489	QG1124	QG1126	QG1126
489	QG1126	QG1126	QG1126
489	QG1128	QG1126	QG1126
489	QG1129	QG1126	QG1126
489	QG1130	QG1126	QG1126
489	QG1131	QG1126	QG1126
489	QG2782	QG1126	QG1126
489	QG2967	QG1126	QG1126
489	QG2968	QG1126	QG1126
489	QG3002	QG1126	QG1126
489	QG3003	QG1126	QG1126
489	QG3012	QG1126	QG1126
489	QG3043	QG1126	QG1126
489	QG3044	QG1126	QG1126
489	QG3045	QG1126	QG1126
489	QG3046	QG1126	QG1126
489	QG744	QG1126	QG1126
489	QG745	QG1126	QG1126
489	QG746	QG1126	QG1126
489	QG854	QG1126	QG1126
489	QG876	QG1126	QG1126
489	QG930	QG1126	QG1126
489	QG932	QG1126	QG1126
489	QG977	QG1126	QG1126
489	QG988	QG1126	QG1126
490	QG1111	QG1111	QG1111
490	QG923	QG1111	QG1111
490	QG938	QG1111	QG1111
491	QG1125	QG888	QG888
491	QG2737	QG888	QG888
491	QG2738	QG888	QG888
491	QG2739	QG888	QG888
491	QG2740	QG888	QG888
491	QG2741	QG888	QG888
491	QG2742	QG888	QG888
491	QG882	QG888	QG888
491	QG883	QG888	QG888
491	QG884	QG888	QG888
491	QG888	QG888	QG888
491	QG889	QG888	QG888
491	QG890	QG888	QG888
491	QG941	QG888	QG888
491	QG944	QG888	QG888
491	QG985	QG888	QG888
492	QG1127	QG2969	QG2969
492	QG2969	QG2969	QG2969
492	QG2970	QG2969	QG2969
492	QG2971	QG2969	QG2969
493	QG1141	QG1141	QG1141
493	QG1143	QG1141	QG1141
494	QG1155	QG1155	QG1155
495	QG128	QG130	QG130
495	QG129	QG130	QG130
495	QG130	QG130	QG130
496	QG132	QG132	QG132
497	QG133	QG133	QG133
498	QG2621	QG2648	QG2648
498	QG2622	QG2648	QG2648
498	QG2648	QG2648	QG2648
498	QG2667	QG2648	QG2648
498	QG2669	QG2648	QG2648
498	QG2677	QG2648	QG2648
498	QG2678	QG2648	QG2648
498	QG2691	QG2648	QG2648
498	QG3015	QG2648	QG2648
498	QG3033	QG2648	QG2648
498	QG3039	QG2648	QG2648
498	QG730	QG2648	QG2648
498	QG756	QG2648	QG2648
498	QG764	QG2648	QG2648
499	QG2639	QG2736	QG2736
499	QG2714	QG2736	QG2736
499	QG2728	QG2736	QG2736
499	QG2729	QG2736	QG2736
499	QG2730	QG2736	QG2736
499	QG2731	QG2736	QG2736
499	QG2734	QG2736	QG2736
499	QG2735	QG2736	QG2736
499	QG2736	QG2736	QG2736
499	QG2777	QG2736	QG2736
499	QG2784	QG2736	QG2736
500	QG2640	QG2659	QG2659
500	QG2659	QG2659	QG2659
501	QG2641	QG2641	QG2641
502	QG2649	QG2663	QG2663
502	QG2658	QG2663	QG2663
502	QG2660	QG2663	QG2663
502	QG2663	QG2663	QG2663
502	QG2664	QG2663	QG2663
502	QG2668	QG2663	QG2663
502	QG2673	QG2663	QG2663
502	QG2682	QG2663	QG2663
502	QG2686	QG2663	QG2663
502	QG2694	QG2663	QG2663
502	QG2695	QG2663	QG2663
503	QG2657	QG2683	QG2683
503	QG2674	QG2683	QG2683
503	QG2683	QG2683	QG2683
504	QG2671	QG739	QG739
504	QG2693	QG739	QG739
504	QG739	QG739	QG739
504	QG870	QG739	QG739
504	QG872	QG739	QG739
505	QG2684	QG784	QG784
505	QG2685	QG784	QG784
505	QG725	QG784	QG784
505	QG777	QG784	QG784
505	QG782	QG784	QG784
505	QG784	QG784	QG784
505	QG810	QG784	QG784
505	QG832	QG784	QG784
505	QG934	QG784	QG784
