pop	chromosome	window_pos_1	window_pos_2	tajima_d	no_sites	raw_pi	raw_watterson_theta	tajima_d_stdev
Temperate	I	150001	160000	-1.8407654049702	7729	2.7411384603393	7.6818402279067	2.684047491455
TH	I	150001	160000	-1.4175994639281	7731	5.308633414607	12.047420358112	4.753660758895
NWD	I	160001	170000	-1.3155337494608	6705	9.2857142857143	12.341597796143	2.3229229289492
ID	I	160001	170000	0.14446697197197	6706	11.2	10.948905109489	1.7380781716644
Hubei	I	160001	170000	-9.2502581619516	6691	2	11.363636363636	1.012256760806
Quebec	I	160001	170000	NA	6627	0	18	0
TD1	I	160001	170000	-1.7895958598911	6704	4.5990590656517	11.011029805801	3.5829154972113
TD2	I	160001	170000	-2.773686432643	6684	2.7252747252747	7.8613045629424	1.8516980784931
TD3	I	160001	170000	-5.43919202338	6665	1.6	10.28798938288	1.5972941101427
KD	I	160001	170000	-4.0990249584493	6256	3.9736842105263	37.348299838291	8.1420864635063
AD	I	160001	170000	-2.6541868180836	6486	6.369344091763	32.445632460408	9.8245866458913
Tropical	I	160001	170000	-1.426556691369	6706	5.4385448258692	18.583959682809	9.2147861606013
Temperate	I	160001	170000	-1.4864887034933	6706	3.0566291734327	6.4447153027418	2.2792545421617
TH	I	160001	170000	-1.4494939277732	6679	4.9188962836027	13.108645340803	5.6500747607692
NWD	I	170001	180000	-0.77326978288411	6909	14.314285714286	16.740865858318	3.1380770304789
ID	I	170001	180000	0.04187638179155	6907	13.333333333333	13.246184472462	2.08109815469
Hubei	I	170001	180000	-5.8661694729561	6884	4.6666666666667	10.909090909091	1.0641397714817
Quebec	I	170001	180000	NA	6779	0	20	0
TD1	I	170001	180000	-1.4793814720054	6908	4.6307761700944	9.9699352878262	3.6090482534531
TD2	I	170001	180000	-2.1166582841338	6747	5.4505494505494	10.691374205602	2.475990004781
TD3	I	170001	180000	-5.4326130327504	6887	1.0666666666667	7.9907100199071	1.274532772995
KD	I	170001	180000	-3.9164221930643	6771	1.7795257374205	33.650461856376	8.1377682353543
AD	I	170001	180000	-2.3993863905768	6796	8.6310473854448	31.970894148916	9.7274231674959
Tropical	I	170001	180000	-1.371750719683	6911	4.363671160431	19.311676699606	10.897027663036
Temperate	I	170001	180000	-1.9652656131904	6910	2.0085345821195	6.7895884969557	2.4327774743256
TH	I	170001	180000	-1.7712300291631	6911	3.6247377049573	12.914245765325	5.2446649545328
NWD	I	180001	190000	-1.9279751653091	6703	11.495238095238	17.407472200438	3.0665509657913
ID	I	180001	190000	0.89291716672237	6793	15.2	13.353682813537	2.0677362416947
Hubei	I	180001	190000	-9.1985114998934	6634	4.6666666666667	18.272727272727	1.479158949382
Quebec	I	180001	190000	NA	6612	0	20	0
TD1	I	180001	190000	-1.6904203407996	6793	4.6848223462906	10.102062932852	3.2046707294111
TD2	I	180001	190000	-3.5763682523737	6676	4.6204906204906	11.41162489391	1.8988912198602
TD3	I	180001	190000	-4.6625928054201	6665	1.6	6.5693430656934	1.0657896310218
KD	I	180001	190000	-4.1669878333405	6662	1.7127819548872	31.902363539948	7.244941140339
AD	I	180001	190000	-2.7887960994854	6746	9.7015735353985	39.445009156902	10.665331763406
Tropical	I	180001	190000	-1.4118436496312	6795	4.2654089615287	19.300431553007	10.649212181112
Temperate	I	180001	190000	-2.4046877546326	6769	1.6955049143728	8.3060910917318	2.7490413940953
TH	I	180001	190000	-0.87574191252555	6795	8.4106251128326	13.988843848697	6.3697062525847
NWD	I	190001	200000	-2.2844153481078	5472	8.7142857142857	14.603185136032	2.5778584558293
ID	I	190001	200000	1.3873198889562	5622	16.133333333333	13.246184472462	2.08109815469
Hubei	I	190001	200000	-6.8867419927305	5458	5.3333333333333	14.090909090909	1.2716573042551
Quebec	I	190001	200000	NA	4984	0	14	0
TD1	I	190001	200000	-1.2063648427161	5566	6.5592397895978	11.107595685332	3.7702987808342
TD2	I	190001	200000	-2.3089401349594	5460	2.8530580530581	7.0404170666499	1.8135416116648
TD3	I	190001	200000	-5.3850173402009	5360	2.1333333333333	9.3211678832117	1.3347839191192
KD	I	190001	200000	-3.6373853698931	5353	2.2862680834817	28.945832289926	7.3293207882529
AD	I	190001	200000	-1.9770748451672	5352	9.0003699308246	28.672866442834	9.9503043903965
Tropical	I	190001	200000	-1.0719034361855	5667	5.2333721875874	16.365224761041	10.385126306776
Temperate	I	190001	200000	-2.2764128116583	5608	1.1427947807526	5.9058763307766	2.0923628287588
TH	I	190001	200000	-1.3574998758589	5600	4.272959121304	12.017455912309	5.7049705335002
NWD	I	200001	210000	-1.201064911831	6752	14.780952380952	19.054915445095	3.5584779990172
ID	I	200001	210000	0.84672602760941	6752	14.4	12.700729927007	2.0068711927875
Hubei	I	200001	210000	-9.6663750438304	6747	0.66666666666667	11.454545454545	1.1160211288061
Quebec	I	200001	210000	NA	6726	0	19	0
TD1	I	200001	210000	-1.5117668046666	6752	5.1060777854119	10.278370154962	3.4213559615043
TD2	I	200001	210000	-2.6646187083525	6751	2.4522144522145	7.6359472431256	1.9453938286413
TD3	I	200001	210000	-6.5449470700668	6752	0.66666666666667	5.9250165892502	0.80342130597701
KD	I	200001	210000	-3.657713315021	6740	2.6933608531132	33.124774546881	8.3197919226738
AD	I	200001	210000	-2.3947699889638	6752	6.3426878126557	29.201449399583	9.5452848049166
Tropical	I	200001	210000	-1.4030987544903	6752	2.7318208847456	15.793736255904	9.3093343069094
Temperate	I	200001	210000	-2.2071909649058	6752	1.3222701005165	6.7911711649657	2.4777652461451
TH	I	200001	210000	-1.3984083319115	6752	7.0840053842129	15.955571662124	6.3440456377887
NWD	I	210001	220000	-1.2766236216447	6254	10.857142857143	14.269972451791	2.6733248052006
ID	I	210001	220000	0.7484861990972	6316	17.733333333333	15.873921698739	2.4842296849787
Hubei	I	210001	220000	-7.5522826016851	6244	3.3333333333333	12.545454545455	1.2197797272663
Quebec	I	210001	220000	NA	6223	0	17	0
TD1	I	210001	220000	-1.6247760228349	6316	4.6038910021619	9.9298920562649	3.2779909225951
TD2	I	210001	220000	-2.1049885260525	6250	4.1318681318681	8.1757567454601	1.9210976988912
TD3	I	210001	220000	-6.012101272842	6243	0.53333333333333	11.386861313869	1.8052802985145
KD	I	210001	220000	-4.3238681979485	6065	2.8842105263158	33.881822306362	7.1689538998329
AD	I	210001	220000	-2.4130622495337	6254	7.0643387653949	32.360140560291	10.482863340879
Tropical	I	210001	220000	-1.2718548890019	6316	5.6625097814172	18.063296780222	9.7501586903019
Temperate	I	210001	220000	-2.3527466301903	6316	1.0542913410838	6.1200634252342	2.1531311613188
TH	I	210001	220000	-1.6531041604615	6316	3.8917117727397	11.369748759135	4.5236332744498
NWD	I	220001	230000	-3.0195312487668	6434	10.247619047619	19.261587339889	2.9852210656707
ID	I	220001	230000	0.58374817140448	6475	18	16.526874585269	2.5235632193707
Hubei	I	220001	230000	-10.302995262464	6181	4	17.636363636364	1.3235339130985
Quebec	I	220001	230000	NA	6476	0	12	0
TD1	I	220001	230000	-1.4377688876357	6531	4.3400694354865	9.1186846953803	3.3236324008596
TD2	I	220001	230000	-1.9326261535809	6452	4.8711288711289	9.1691745758527	2.2239405674812
TD3	I	220001	230000	-5.9696970403809	6463	0.53333333333333	7.6602521566025	1.1938493318941
KD	I	220001	230000	-3.5786542600855	6475	3.6	29.897674819632	7.3484815543493
AD	I	220001	230000	-2.4596410433582	6478	6.697556321697	27.954274699446	8.6422034772712
Tropical	I	220001	230000	-1.1248881354292	6537	5.7031032184778	16.751725480181	9.821974215674
Temperate	I	220001	230000	-2.0290732962974	6537	2.1734328944019	7.6858517669277	2.7167174702781
TH	I	220001	230000	-1.5059108052083	6537	3.8429946048861	11.549070666449	5.1172194494594
NWD	I	230001	240000	-1.5138582630087	5420	6.0666666666667	8.5894110313487	1.6664336591645
ID	I	230001	240000	0.80562467409664	5924	13.333333333333	11.824817518248	1.8724796590629
Hubei	I	230001	240000	-8.0053386725995	5394	2	9.2727272727273	0.90848464632985
Quebec	I	230001	240000	NA	5172	0	10	0
TD1	I	230001	240000	-1.418335462591	5710	3.2750509367797	6.861836317005	2.5288695621224
TD2	I	230001	240000	-2.0765882576723	5456	3.1648351648352	6.2890436503539	1.5044910679697
TD3	I	230001	240000	-4.964545076945	5311	1.7333333333333	7.6602521566025	1.1938493318941
KD	I	230001	240000	-3.7624390450413	5303	3.5443609022556	30.046124619502	7.0437722445429
AD	I	230001	240000	-2.4905186421486	5359	5.3676240396199	25.254178093777	7.9849047172762
Tropical	I	230001	240000	-1.2978643149311	6236	3.8972187157956	16.87273058108	9.997587356405
Temperate	I	230001	240000	-1.9579957820832	5745	1.4264064409742	5.0349237240433	1.8429647888362
TH	I	230001	240000	-1.3019306474141	5829	5.7137537018855	12.497424708185	5.210470327105
NWD	I	240001	250000	-1.4414704546369	7536	15.247619047619	20.878727554242	3.9065028967528
ID	I	240001	250000	0.65011482964101	7536	20.266666666667	18.394160583942	2.880269757512
Hubei	I	240001	250000	-8.3721612709612	7535	2.6666666666667	14.181818181818	1.3754096633437
Quebec	I	240001	250000	NA	7531	0	19	0
TD1	I	240001	250000	-1.3327686673812	7536	7.0522252043893	12.307963781768	3.9434739921567
TD2	I	240001	250000	-2.418566643526	7536	3.8648018648019	9.5381624127023	2.345753243181
TD3	I	240001	250000	-6.2340935967393	7535	0	8.3211678832117	1.3347839191192
KD	I	240001	250000	-3.7300974896203	7516	3.6354661162711	37.516972826363	9.0832764570827
AD	I	240001	250000	-2.3336144434728	7530	9.4099124818959	36.746176983127	11.71413066014
Tropical	I	240001	250000	-1.4615569500212	7536	6.5695959024596	21.794205717389	10.416706522937
Temperate	I	240001	250000	-2.445782596077	7536	1.0595877916633	6.7766507486987	2.337518864598
TH	I	240001	250000	-1.3098758777015	7536	7.3369618807092	14.277512694169	5.2986324365626
NWD	I	250001	260000	-1.6755753280807	7529	17.495238095238	25.330276889666	4.6760289812832
ID	I	250001	260000	0.75813880089193	7527	24	21.459854014599	3.3505025496823
Hubei	I	250001	260000	-7.0377770101612	7529	6.6666666666667	20.727272727273	1.9978760395939
Quebec	I	250001	260000	NA	7505	0	24	0
TD1	I	250001	260000	-1.867047054004	7529	5.4487043235291	12.96227284477	4.0243059247636
TD2	I	250001	260000	-2.4537918454214	7525	5.3140193140193	12.964947251647	3.1180020228297
TD3	I	250001	260000	-5.8423577441353	7528	1.0666666666667	13.576642335766	2.1412546470058
KD	I	250001	260000	-4.5809014636642	7529	2.6736842105263	45.175545451621	9.2780562031775
AD	I	250001	260000	-2.5649677918257	7529	6.4125628983851	32.910031837345	10.330526965448
Tropical	I	250001	260000	-1.4032827140652	7529	6.0727737078168	22.885431044352	11.980948078403
Temperate	I	250001	260000	-2.3963779312293	7524	1.5739751513336	8.9723872949854	3.0873311121908
TH	I	250001	260000	-1.5099733575309	7529	7.8634241830629	18.419153565216	6.9906726032659
NWD	I	260001	270000	-1.2015171138171	3522	4.4285714285714	5.8374052401922	1.1725457718576
ID	I	260001	270000	0.64754853766203	3477	5.3333333333333	4.8175182481752	0.7965659022573
Hubei	I	260001	270000	-9.4906093938517	3452	1.3333333333333	7	0.59708143402653
Quebec	I	260001	270000	NA	3491	0	3	0
TD1	I	260001	270000	-1.7931227523861	3586	1.5855751323945	4.6492013997247	1.7085424091873
