pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
ID	I	30001	40000	0.0047494656851104	1055	40	8422	29408
Hubei	I	30001	40000	0.0033975084937712	1082	12	3532	11600
Quebec	I	30001	40000	0	517	0	517	2005
TD1	I	30001	40000	0.0059401955042367	1987	3276	551497	3057485
TD2	I	30001	40000	0.0024607812980621	1181	56	22757	206745
TD3	I	30001	40000	0	278	0	1366	36464
KD	I	30001	40000	0.0083674764845057	1404	580	69316	409864
AD	I	30001	40000	0.0055750656753699	1541	4272	766269	4318083
Tropical	I	30001	40000	0.0089254277796949	2514	466008	52211279	1212574243
Temperate	I	30001	40000	0.0014030498303965	2154	1712	1220199	2663681
TH	I	30001	40000	0.0051935101603251	1614	14708	2831996	42450514
NWD	I	40001	50000	0.0012401178111921	1407	8	6451	46973
ID	I	40001	50000	0.0030261348005502	1379	44	14540	14080
Hubei	I	40001	50000	0.0074142724745134	1344	48	6474	4974
Quebec	I	40001	50000	0	791	0	791	1117
TD1	I	40001	50000	0.0077353535192266	1704	3876	501076	2229272
TD2	I	40001	50000	0.001364476920591	1017	76	55699	117929
TD3	I	40001	50000	0	281	0	2252	26368
KD	I	40001	50000	0.0029256361795873	1583	500	170903	191617
AD	I	40001	50000	0.003083317363358	1807	5776	1873307	1973221
Tropical	I	40001	50000	0.0014248911014437	1908	256368	179921118	776942790
Temperate	I	40001	50000	0.00058186704857464	1446	672	1154903	1783417
TH	I	40001	50000	0.0018169813550928	1654	10284	5659937	28598203
NWD	I	50001	60000	0.0017596522099162	6325	272	154576	22944
ID	I	50001	60000	0.0014823442215046	6231	112	75556	19544
Hubei	I	50001	60000	0.00082761882241665	6157	28	33832	4208
Quebec	I	50001	60000	0	6215	0	6215	125
TD1	I	50001	60000	0.00068823941802209	6340	5796	8421488	651052
TD2	I	50001	60000	0.00063489201936813	6207	324	510323	66617
TD3	I	50001	60000	0.00038770423705345	5024	28	72220	22880
KD	I	50001	60000	0.00073301631064243	5807	712	971329	233271
AD	I	50001	60000	0.00095639593330873	5879	9428	9857842	2923598
Tropical	I	50001	60000	0.00039831711045547	6340	1128156	2832306146	347210194
Temperate	I	50001	60000	0.00028052985932454	6332	2132	7599904	2163696
TH	I	50001	60000	0.00060877719595317	6339	61552	101107598	12727102
NWD	I	60001	70000	0.0020820965507748	8327	484	232458	698
ID	I	60001	70000	0.0021783700666325	8327	272	124864	41
Hubei	I	60001	70000	0.00040110705547311	8327	20	49862	100
Quebec	I	60001	70000	0	8306	0	8306	21
TD1	I	60001	70000	0.00056542214194457	8327	6704	11856628	59309
TD2	I	60001	70000	0.00058497647463928	8327	440	752167	5590
TD3	I	60001	70000	6.5033248248167e-05	8327	8	123014	1891
KD	I	60001	70000	0.00031832607071109	8275	492	1545585	36545
AD	I	60001	70000	0.00059728598686351	8309	9752	16327187	460045
Tropical	I	60001	70000	0.00058069722122528	8327	2409496	4149315533	26683294
Temperate	I	60001	70000	0.0002655517655454	8327	3232	12170885	652695
TH	I	60001	70000	0.00078909232164658	8308	114608	145240293	4270992
NWD	I	70001	80000	0.0016534232281885	8992	412	249180	2596
ID	I	70001	80000	0.0013594932797775	8992	176	129460	5420
Hubei	I	70001	80000	0.00082206113145505	8984	44	53524	428
Quebec	I	70001	80000	0	8977	0	8977	15
TD1	I	70001	80000	0.00060951235487964	8992	7784	12770865	96687
TD2	I	70001	80000	0.00013919942928234	8988	112	804601	13671
TD3	I	70001	80000	0.00018238745174332	8988	24	131588	3292
KD	I	70001	80000	0.00043196749325941	8992	728	1685312	23168
AD	I	70001	80000	0.00063815547879214	8992	11452	17945470	182402
Tropical	I	70001	80000	0.00042753273477392	8992	1919712	4490210559	19286433
Temperate	I	70001	80000	9.7888941936344e-05	8992	1344	13729845	117835
TH	I	70001	80000	0.00087497146689743	8992	140224	160261226	1190134
NWD	I	80001	90000	0.0013017418082554	7520	268	205878	4710
ID	I	80001	90000	0.0018607314105775	7514	208	111784	1031
Hubei	I	80001	90000	0.00062854962174782	7477	28	44547	579
Quebec	I	80001	90000	0	7441	0	7441	80
TD1	I	80001	90000	0.00080826878645499	7521	8544	10570741	191810
TD2	I	80001	90000	0.00081869350162033	7499	528	644930	39481
TD3	I	80001	90000	0.00014527229475749	7488	16	110138	2677
KD	I	80001	90000	0.00028990909279162	6790	364	1255566	173424
AD	I	80001	90000	0.00088357883807573	6962	11720	13264238	1898098
Tropical	I	80001	90000	0.00061501802291429	7521	2299732	3739292044	32496977
Temperate	I	80001	90000	0.00020605241092768	7521	2340	11356334	226006
TH	I	80001	90000	0.00064289686157239	7521	72556	112857916	22181639
NWD	I	90001	100000	0.0013219907732288	7966	292	220879	2225
ID	I	90001	100000	0.0013507809202195	7968	160	118450	1070
Hubei	I	90001	100000	0.0010909243485923	7961	52	47666	142
Quebec	I	90001	100000	0	7943	0	7943	25
TD1	I	90001	100000	0.0004791409637526	7963	4980	10393601	1008607
TD2	I	90001	100000	0.00048153913345353	7961	344	714376	10712
TD3	I	90001	100000	0.00013721891562752	7961	16	116602	2918
KD	I	90001	100000	0.00060111320989421	7821	836	1390753	123167
AD	I	90001	100000	0.00059215404288555	7823	8464	14293578	1769910
Tropical	I	90001	100000	0.0004529365326642	7968	1802184	3978888586	17071382
Temperate	I	90001	100000	0.00031306302376744	7968	3804	12150908	119812
TH	I	90001	100000	0.00056966680889638	7968	80224	140826179	2239261
NWD	I	100001	110000	0.0013622617177212	8156	300	220222	8146
ID	I	100001	110000	0.0021332633185372	8156	260	121879	461
Hubei	I	100001	110000	0.0009269597825858	8052	44	47467	1469
Quebec	I	100001	110000	0	8077	0	8077	79
TD1	I	100001	110000	0.00073411351904262	8156	8496	11573142	98094
TD2	I	100001	110000	0.00057276033661943	8156	420	733291	8905
TD3	I	100001	110000	0.00013458384152753	8156	16	118885	3455
KD	I	100001	110000	0.00045062698600189	7872	660	1464626	85014
AD	I	100001	110000	0.00079661129428293	7855	12304	15445425	997071
Tropical	I	100001	110000	0.0007098925745117	8156	2880072	4057053283	33188873
Temperate	I	100001	110000	0.00033537827633124	8156	4164	12415831	144409
TH	I	100001	110000	0.00063922470774892	8156	92268	144343607	2097373
NWD	I	110001	120000	0.0014165141946527	7956	312	220259	3545
ID	I	110001	120000	0.0010841577449519	7991	128	118064	1831
Hubei	I	110001	120000	0.00025553662691652	7930	12	46960	998
Quebec	I	110001	120000	0	7924	0	7924	69
TD1	I	110001	120000	0.0005081585044153	7993	5696	11209101	228882
TD2	I	110001	120000	0.00048525474463469	7954	344	708906	18457
TD3	I	110001	120000	0.00013909052185025	7947	16	115033	4862
KD	I	110001	120000	0.00046303093272499	7755	656	1416752	101918
AD	I	110001	120000	0.00061097495571871	7745	9124	14933509	1180379
Tropical	I	110001	120000	0.00056399335912497	7993	2244444	3979557496	28939997
Temperate	I	110001	120000	0.00018058937441442	7990	2168	12005136	304084
TH	I	110001	120000	0.00045991218121771	7993	64572	140400717	3113598
NWD	I	120001	130000	0.0014273104588052	7877	304	212988	13196
ID	I	120001	130000	0.0016010406764397	8078	192	119922	1248
Hubei	I	120001	130000	0.00091148260932612	8078	44	48273	195
Quebec	I	120001	130000	0	8055	0	8055	23
TD1	I	120001	130000	0.00069228523093162	8078	7940	11469261	90357
TD2	I	120001	130000	0.00051804833556305	8078	376	725801	9297
TD3	I	120001	130000	0.00013544400237027	8071	16	118130	3040
KD	I	120001	130000	0.0003912810458777	7774	568	1451642	83178
AD	I	120001	130000	0.0011239163844072	7820	17336	15424635	860613
Tropical	I	120001	130000	0.00065114210697074	8078	2616056	4017642189	33482889
Temperate	I	120001	130000	0.00016257371387481	8078	2004	12326716	113404
TH	I	120001	130000	0.00073122381128911	8078	105224	143901222	1139268
NWD	I	130001	140000	0.0011016248967227	8983	272	246908	4616
ID	I	130001	140000	0.00077218930517812	8983	104	134682	63
Hubei	I	130001	140000	0.0005938242280285	8983	32	53888	10
Quebec	I	130001	140000	0	8978	0	8978	5
TD1	I	130001	140000	0.00046698154490502	8983	5960	12762817	91856
TD2	I	130001	140000	0.00015917923208456	8983	128	804125	13328
TD3	I	130001	140000	0.00017873500301615	8983	24	134277	468
KD	I	130001	140000	0.00020289251592028	8983	344	1695479	11291
AD	I	130001	140000	0.00080402010050251	8983	14444	17964725	145003
Tropical	I	130001	140000	0.00027469496542299	8983	1231936	4484741823	20241660
Temperate	I	130001	140000	0.0001496645226134	8983	2060	13764117	69703
TH	I	130001	140000	0.00036321365802759	8983	58404	160797918	491847
NWD	I	140001	150000	0.0015131514136538	9075	384	253775	325
ID	I	140001	150000	0.001124276986346	9075	152	135198	927
Hubei	I	140001	150000	0.00022038567493113	9075	12	54450	0
Quebec	I	140001	150000	0	8912	0	8912	163
TD1	I	140001	150000	0.00042693101276603	9075	5512	12910751	75574
TD2	I	140001	150000	0.00019020864425131	9075	156	820152	5673
TD3	I	140001	150000	5.9592979946962e-05	9075	8	134244	1881
KD	I	140001	150000	0.0001680627154033	9059	288	1713646	10604
AD	I	140001	150000	0.00053302395835078	9060	9708	18213065	82135
Tropical	I	140001	150000	0.00041851664557489	9075	1896860	4532340637	18780938
Temperate	I	140001	150000	0.00018519617257403	9075	2572	13887976	87524
TH	I	140001	150000	0.00049906866810171	9075	80980	162262240	679385
NWD	I	150001	160000	0.0019053451736926	7722	392	205737	10899
ID	I	150001	160000	0.0019471149667078	7726	224	115042	1013
Hubei	I	150001	160000	0.00060699343146394	7714	28	46129	293
Quebec	I	150001	160000	0	7682	0	7682	55
TD1	I	150001	160000	0.00061221054487294	7737	6612	10800206	271441
TD2	I	150001	160000	0.00071026195348672	7711	480	675807	28260
TD3	I	150001	160000	0.0002173755524962	7708	24	110408	5647
KD	I	150001	160000	0.00073065172366045	7426	992	1357692	112338
AD	I	150001	160000	0.00090097520785105	7534	12988	14415491	1182301
Tropical	I	150001	160000	0.00053943983488338	7737	2054856	3809240377	70872860
Temperate	I	150001	160000	0.00031926384424598	7729	3716	11639276	275704
TH	I	150001	160000	0.0006845910175033	7731	93200	136139677	2778158
NWD	I	160001	170000	0.0014100165405786	6705	260	184395	3373
ID	I	160001	170000	0.0016899198293986	6706	168	99413	1177
Hubei	I	160001	170000	0.00030467678870665	6691	12	39386	850
Quebec	I	160001	170000	0	6627	0	6627	79
TD1	I	160001	170000	0.00069300069300069	6704	6440	9292920	303366
TD2	I	160001	170000	0.00042045585552594	6684	248	589836	20410
TD3	I	160001	170000	0.00024733088750567	6665	24	97036	3554
KD	I	160001	170000	0.00049346030996817	6256	552	1118631	155509
AD	I	160001	170000	0.0010263385856816	6486	12252	11937581	1581715
Tropical	I	160001	170000	0.00080658541672817	6706	2683568	3327072303	35993403
Temperate	I	160001	170000	0.00034179875928625	6706	3472	10158024	169216
TH	I	160001	170000	0.00071547248231702	6679	83496	116700505	3705725
NWD	I	170001	180000	0.0020080321285141	6909	380	189240	4268
ID	I	170001	180000	0.0019522099016086	6907	200	102448	1217
Hubei	I	170001	180000	0.00069489253983223	6884	28	40294	1172
Quebec	I	170001	180000	0	6779	0	6779	132
TD1	I	170001	180000	0.00063500386805446	6908	6084	9581044	308597
TD2	I	170001	180000	0.00084867855957347	6747	496	584438	44463
TD3	I	170001	180000	0.00016631152227015	6887	16	96205	7460
KD	I	170001	180000	0.00025050603021006	6771	312	1245479	67611
AD	I	170001	180000	0.0010159495586656	6796	13396	13185694	746882
Tropical	I	170001	180000	0.00060603387903867	6911	2050640	3383705220	82168191
Temperate	I	170001	180000	0.0002851275055773	6910	2948	10339234	303706
TH	I	170001	180000	0.00053201877303249	6911	64076	120439359	3647646
NWD	I	180001	190000	0.0016845789919873	6703	308	182835	7425
ID	I	180001	190000	0.0021835385455207	6793	216	98922	3003
Hubei	I	180001	190000	0.00073831874274866	6634	28	37924	2846
Quebec	I	180001	190000	0	6612	0	6612	183
TD1	I	180001	190000	0.00071368692569837	6793	6672	9348637	375008
TD2	I	180001	190000	0.00061369470067731	6676	356	580093	38252
TD3	I	180001	190000	0.0002469186608778	6665	24	97198	4727
KD	I	180001	190000	0.00020762519758863	6662	256	1232991	58059
AD	I	180001	190000	0.0011852539054895	6746	15372	12969373	729347
Tropical	I	180001	190000	0.00062577211183224	6795	2066772	3302755046	104944249
Temperate	I	180001	190000	0.00026184695066032	6769	2580	9853084	611216
TH	I	180001	190000	0.0012274868334972	6795	142568	116146256	5857969
NWD	I	190001	200000	0.00176428054953	5472	244	138300	20376
ID	I	190001	200000	0.0028958831830174	5622	236	81495	3510
Hubei	I	190001	200000	0.0010054040467513	5458	32	31828	2174
Quebec	I	190001	200000	0	4984	0	4984	683
TD1	I	190001	200000	0.0011359476508765	5566	8276	7285547	823930
TD2	I	190001	200000	0.00047398148838965	5460	216	455714	59983
TD3	I	190001	200000	0.00044331767867781	5360	32	72183	12822
KD	I	190001	200000	0.0003868204131286	5353	352	909983	166747
AD	I	190001	200000	0.0014898183283257	5352	14144	9493775	1930897
Tropical	I	190001	200000	0.00095354252081429	5667	2515688	2638254661	203751506
Temperate	I	190001	200000	0.00021476563699863	5608	1720	8008730	718450
TH	I	190001	200000	0.0007262356094494	5600	63848	87916372	13834613
NWD	I	200001	210000	0.0021842645581233	6752	400	183128	5928
ID	I	200001	210000	0.0021385291671617	6752	216	101004	276
Hubei	I	200001	210000	9.8907076801345e-05	6747	4	40442	70
Quebec	I	200001	210000	0	6726	0	6726	26
TD1	I	200001	210000	0.00067606058079456	6752	6284	9295025	367087
TD2	I	200001	210000	0.00035257045900267	6751	208	589953	24479
TD3	I	200001	210000	4.0947106575082e-05	6752	4	97687	3593
KD	I	200001	210000	0.00041186834595634	6740	504	1223692	59188
AD	I	200001	210000	0.0008852943314567	6752	11484	12971957	640075
Tropical	I	200001	210000	0.00039895261236889	6752	1324760	3320594875	65539877
Temperate	I	200001	210000	0.00018857016279562	6752	1912	10139462	258618
TH	I	200001	210000	0.00096707920174765	6752	114780	118687280	2544880
NWD	I	210001	220000	0.0017670925514724	6254	304	172034	4814
ID	I	210001	220000	0.0027844115788685	6316	260	93377	1363
Hubei	I	210001	220000	0.00054026310813366	6244	20	37019	877
Quebec	I	210001	220000	0	6223	0	6223	93
TD1	I	210001	220000	0.00071487358234763	6316	6280	8784770	253426
TD2	I	210001	220000	0.00068576347725855	6250	376	548294	26462
TD3	I	210001	220000	8.7744313071709e-05	6243	8	91174	3566
KD	I	210001	220000	0.00050093605569531	6065	548	1093952	106088
AD	I	210001	220000	0.0011216239855285	6254	13388	11936264	796792
Tropical	I	210001	220000	0.00089576867922574	6316	2781392	3105033771	62446545
Temperate	I	210001	220000	0.00016876775777224	6316	1584	9385679	340961
TH	I	210001	220000	0.00061830498802485	6316	67888	109796947	3606833
NWD	I	220001	230000	0.001654308587634	6434	280	169255	13781
ID	I	220001	230000	0.002638909250843	6475	252	95494	2561
Hubei	I	220001	230000	0.00066701870431617	6181	24	35981	3241
Quebec	I	220001	230000	0	6476	0	6476	61
TD1	I	220001	230000	0.00062266126492813	6531	5596	8987230	367217
TD2	I	220001	230000	0.00074154355142319	6452	416	560992	33875
TD3	I	220001	230000	8.6433224931664e-05	6463	8	92557	5498
KD	I	220001	230000	0.00054624742177046	6475	656	1200921	41109
AD	I	220001	230000	0.0010559740476136	6478	13372	12663190	515402
Tropical	I	220001	230000	0.00086779157062475	6537	2759084	3179431667	98880370
Temperate	I	220001	230000	0.00028062793355359	6537	2752	9806579	260401
TH	I	220001	230000	0.00058593708195754	6537	66796	113998588	3373247
NWD	I	230001	240000	0.0010794129654103	5420	156	144523	30113
ID	I	230001	240000	0.0024738697507576	5924	200	80845	12710
Hubei	I	230001	240000	0.00038036070873879	5394	12	31549	5873
Quebec	I	230001	240000	0	5172	0	5172	1065
TD1	I	230001	240000	0.00058485322381351	5710	4312	7372790	1552357
TD2	I	230001	240000	0.00063233330991358	5456	288	455456	112111
TD3	I	230001	240000	0.0002702775750696	5311	20	73998	19557
KD	I	230001	240000	0.00062351733976946	5303	604	968698	216332
AD	I	230001	240000	0.0010199523503928	5359	10364	10161259	2412533
Tropical	I	230001	240000	0.00070258114088677	6236	1914204	2724530860	403330877
Temperate	I	230001	240000	0.00026793556400562	5745	2136	7972066	1632914
TH	I	230001	240000	0.00096465319330251	5829	89968	93264606	18720729
NWD	I	240001	250000	0.0020092232916818	7536	420	209036	1972
ID	I	240001	250000	0.0026945815864349	7536	304	112819	221
Hubei	I	240001	250000	0.00035806198948193	7535	16	44685	531
Quebec	I	240001	250000	0	7531	0	7531	5
TD1	I	240001	250000	0.00094584203435835	7536	10004	10576819	207197
TD2	I	240001	250000	0.00049386242063988	7536	332	672252	13524
TD3	I	240001	250000	0	7535	0	110423	2617
KD	I	240001	250000	0.000476161083531	7516	648	1360884	70956
AD	I	240001	250000	0.0011864757856566	7530	17396	14661909	530667
Tropical	I	240001	250000	0.00086965097974252	7536	3240980	3726759442	52552094
Temperate	I	240001	250000	0.00014162948599066	7536	1608	11353568	251872
TH	I	240001	250000	0.0009728390255294	7536	130008	133637731	1671149
NWD	I	250001	260000	0.0023315960656766	7529	476	204152	6660
ID	I	250001	260000	0.0032251995592227	7527	360	111621	1314
Hubei	I	250001	260000	0.0008875280126029	7529	40	45069	105
Quebec	I	250001	260000	0	7505	0	7505	24
TD1	I	250001	260000	0.00072294872712074	7529	7680	10623160	150839
TD2	I	250001	260000	0.00071761318237325	7525	476	663310	21829
TD3	I	250001	260000	0.00014554187057689	7528	16	109934	3001
KD	I	250001	260000	0.00038711693141248	7529	508	1312265	118245
AD	I	250001	260000	0.00083561738094862	7529	12484	14939852	238612
Tropical	I	250001	260000	0.00078829258982769	7529	2911144	3692973951	82827078
Temperate	I	250001	260000	0.00021681627378439	7524	2416	11143075	451585
TH	I	250001	260000	0.0010257252471613	7529	136616	133189663	1993532
NWD	I	260001	270000	0.0012898125611101	3522	124	96138	27818
ID	I	260001	270000	0.0016657643776288	3477	80	48026	18379
Hubei	I	260001	270000	0.00039560874295322	3452	8	20222	6340
Quebec	I	260001	270000	0	3491	0	3491	936
TD1	I	260001	270000	0.00042918437426183	3586	2104	4902322	1432715
TD2	I	260001	270000	0.00074288153320322	3571	228	306913	95944
TD3	I	260001	270000	0.00015748961552848	3508	8	50797	15608
KD	I	260001	270000	0.00037714862852139	3529	236	625748	215382
AD	I	260001	270000	0.00081352353970705	3537	5364	6593540	2331292
Tropical	I	260001	270000	0.00078929070514723	4424	1357976	1720501700	499643227
Temperate	I	260001	270000	0.00030489608416063	3619	1572	5155855	1661725
TH	I	260001	270000	0.00058408596224587	3792	34720	59443305	20043480
NWD	I	270001	280000	0.0016780421584524	7627	356	212152	1404
ID	I	270001	280000	0.0021726180046957	7627	248	114148	257
Hubei	I	270001	280000	0.00061251722704701	7623	28	45713	49
Quebec	I	270001	280000	0	7619	0	7619	8
TD1	I	270001	280000	0.00087053889420215	7627	9380	10774935	139302
TD2	I	270001	280000	0.00089745812469132	7627	616	686383	7674
TD3	I	270001	280000	0.00028541358211884	7616	32	112118	2287
KD	I	270001	280000	0.00068432817777828	7609	968	1414526	34604
AD	I	270001	280000	0.0012749563093749	7618	18984	14889922	486110
Tropical	I	270001	280000	0.00074579426880777	7627	2801400	3756263781	68684346
Temperate	I	270001	280000	0.00019516127026331	7627	2244	11498183	247397
TH	I	270001	280000	0.0006968729992849	7627	94472	135565591	1377194
NWD	I	280001	290000	0.001324029343353	8041	296	223560	1588
ID	I	280001	290000	0.0016581685528334	8041	200	120615	0
Hubei	I	280001	290000	0.00033338889814969	8022	16	47992	254
Quebec	I	280001	290000	0	8035	0	8035	6
TD1	I	280001	290000	0.00049841404862121	8041	5632	11299842	206829
TD2	I	280001	290000	0.00056239868553092	8041	408	725464	6267
TD3	I	280001	290000	0.00020131188243386	8041	24	119218	1397
KD	I	280001	290000	0.00041701105283707	7926	612	1467587	60203
AD	I	280001	290000	0.00071529399890092	7920	11112	15534871	675785
Tropical	I	280001	290000	0.00048373638236158	8041	1931740	3993373396	39196145
Temperate	I	280001	290000	0.00022156241863484	8041	2712	12240343	142797
TH	I	280001	290000	0.00076769310087948	8041	109508	142645544	1730611
NWD	I	290001	300000	0.0015709928771959	7570	324	206239	6141
ID	I	290001	300000	0.0024195628775007	7560	272	112417	1358
Hubei	I	290001	300000	0.00063411540900444	7456	28	44156	1354
Quebec	I	290001	300000	0	7499	0	7499	86
TD1	I	290001	300000	0.00086676098582598	7585	9148	10554236	299899
TD2	I	290001	300000	0.00061559841041519	7527	404	656272	33963
TD3	I	290001	300000	0.00014765868694513	7513	16	108358	5417
KD	I	290001	300000	0.00050884150430101	7174	664	1304925	136225
AD	I	290001	300000	0.00096284794432398	7298	13296	13809034	1482326
Tropical	I	290001	300000	0.00068561037021376	7585	2540664	3705696574	98188511
Temperate	I	290001	300000	0.00032028858640792	7570	3608	11264841	416059
TH	I	290001	300000	0.00070097573383815	7585	92224	131565182	4623493
NWD	I	300001	310000	0.0018706709135952	8550	444	237348	2052
ID	I	300001	310000	0.0014708413525482	8550	188	127818	432
Hubei	I	300001	310000	0.0011019934273963	8542	56	50817	483
Quebec	I	300001	310000	0	8519	0	8519	31
TD1	I	300001	310000	0.00075902694000881	8550	9196	12115512	119538
TD2	I	300001	310000	0.0004153761880408	8550	320	770386	7664
TD3	I	300001	310000	0	8548	0	126441	1809
KD	I	300001	310000	0.00035054425778873	8550	556	1586105	38395
AD	I	300001	310000	0.00092836331469843	8550	15648	16855470	381330
Tropical	I	300001	310000	0.00050809381434148	8550	2153840	4239059676	48773874
Temperate	I	300001	310000	0.00014851141520079	8550	1932	13009101	157899
TH	I	300001	310000	0.00066077473885238	8550	100492	152082085	1433165
NWD	I	310001	320000	0.0013941714918071	8313	320	229527	3237
ID	I	310001	320000	0.0012195904743565	8313	152	124632	63
Hubei	I	310001	320000	0.00080211759043876	8313	40	49868	10
Quebec	I	310001	320000	0	8255	0	8255	58
TD1	I	310001	320000	0.00065332927838165	8313	7680	11755175	140728
TD2	I	310001	320000	0.00030902474230996	8313	228	737805	18678
TD3	I	310001	320000	0	8313	0	123011	1684
KD	I	310001	320000	0.0004195238785364	8313	660	1573212	6258
AD	I	310001	320000	0.0012011338422787	8313	19856	16531047	227961
Tropical	I	310001	320000	0.00035037242119551	8313	1445160	4124639705	44338108
Temperate	I	310001	320000	0.00010024653690907	8313	1268	12648816	153204
TH	I	310001	320000	0.00078137332051872	8313	115748	148134057	1125858
NWD	I	320001	330000	0.0015382946623147	7327	312	202822	2362
ID	I	320001	330000	0.0019844298580369	7288	208	104816	5104
Hubei	I	320001	330000	0.0018312502861329	7326	80	43686	282
Quebec	I	320001	330000	0	7199	0	7199	129
TD1	I	320001	330000	0.0006742116279045	7328	6964	10329101	157267
TD2	I	320001	330000	0.00055996005618266	7328	360	642903	23945
TD3	I	320001	330000	7.549448890231e-05	7313	8	105968	3952
KD	I	320001	330000	0.0002287431954398	7328	312	1363975	28345
AD	I	320001	330000	0.0012485228108314	7328	18044	14452279	320969
Tropical	I	320001	330000	0.00054392522708786	7328	1978788	3637977982	37021346
Temperate	I	320001	330000	0.00015695848684735	7328	1724	10983796	301324
TH	I	320001	330000	0.00077133942620273	7328	99224	128638569	2935671
NWD	I	330001	340000	0.0013734062764667	7901	300	218435	2793
ID	I	330001	340000	0.0018432550518842	7898	216	117184	1331
Hubei	I	330001	340000	0.0011074668824807	7864	52	46954	452
Quebec	I	330001	340000	0	7742	0	7742	159
TD1	I	330001	340000	0.00045001468177367	7901	5036	11190746	115585
TD2	I	330001	340000	0.00047758682201505	7901	336	703537	15454
TD3	I	330001	340000	6.9729536560068e-05	7901	8	114729	3786
KD	I	330001	340000	0.00035397555390367	7901	520	1469028	32162
AD	I	330001	340000	0.0011236479423293	7901	17480	15556474	371942
Tropical	I	330001	340000	0.00043643735538283	7901	1713128	3925255203	37104198
Temperate	I	330001	340000	0.00046856497646643	7901	5628	12011141	156399
TH	I	330001	340000	0.00086305026535036	7901	121432	140700959	1161496
NWD	I	340001	350000	0.0016760046627309	7170	312	186157	22247
ID	I	340001	350000	0.0012392653480109	7232	128	103287	8358
Hubei	I	340001	350000	0.001150417026172	7164	48	41724	2934
Quebec	I	340001	350000	0	7117	0	7117	326
TD1	I	340001	350000	0.00066969020131287	7296	6700	10004626	646307
TD2	I	340001	350000	0.00070032984875188	7113	424	605429	71884
TD3	I	340001	350000	7.9628929189975e-05	7075	8	100466	11179
KD	I	340001	350000	0.00030970676861604	4411	244	787842	626328
AD	I	340001	350000	0.0011106078853401	4584	9208	8290955	6714133
Tropical	I	340001	350000	0.00063887182692727	7443	2255724	3530792727	201879216
Temperate	I	340001	350000	0.00031919864462748	7279	3292	10313327	1148893
TH	I	340001	350000	0.00084650074279642	7332	103992	122849272	10789793
NWD	I	350001	360000	0.0014488254165373	7026	280	193260	4252
ID	I	350001	360000	0.0015449682315907	7016	160	103562	2248
Hubei	I	350001	360000	0.0012588055871602	7034	52	41309	1015
Quebec	I	350001	360000	0	7003	0	7003	51
TD1	I	350001	360000	0.00065224379944331	7047	6460	9904272	190002
TD2	I	350001	360000	0.00070290796218994	7024	440	625971	15943
TD3	I	350001	360000	0.00023181014748921	6984	24	103533	2277
KD	I	350001	360000	0.00043543425100576	6865	552	1267700	72560
AD	I	350001	360000	0.0012378387226921	6942	16356	13213353	1007511
Tropical	I	350001	360000	0.00083321094395955	7054	2903948	3485249469	52338585
Temperate	I	350001	360000	0.00018534781901714	7050	1956	10553132	310028
